org_id,created_at,industry,company_size,acquisition_source,region
org_00618,2025-10-31T00:00:00,Professional Services,Mid-Market,Product-Led,Asia-Pacific
org_00619,2025-08-07T00:00:00,Technology,SMB,Organic Search,North America
org_00620,2025-06-14T00:00:00,Professional Services,SMB,Referral,North America
org_00621,2025-04-25T00:00:00,Retail,SMB,Product-Led,Asia-Pacific
org_00622,2025-07-04T00:00:00,Financial Services,SMB,Product-Led,Latin America
org_00623,2025-03-12T00:00:00,Financial Services,SMB,Product-Led,Europe
org_00624,2025-04-06T00:00:00,Financial Services,Mid-Market,Paid Search,North America
org_00625,2025-03-25T00:00:00,Education,Mid-Market,Partner,Asia-Pacific
org_00626,2025-06-21T00:00:00,Professional Services,Mid-Market,Paid Search,North America
org_00627,2025-06-22T00:00:00,Education,SMB,Content,Asia-Pacific
org_00628,2025-07-29T00:00:00,Professional Services,SMB,Partner,Latin America
org_00629,2025-09-17T00:00:00,Retail,Mid-Market,Organic Search,Europe
org_00630,2025-08-03T00:00:00,Professional Services,Enterprise,Paid Search,North America
org_00631,2025-06-09T00:00:00,Retail,Enterprise,Partner,Latin America
org_00632,2025-07-10T00:00:00,Professional Services,SMB,Product-Led,Asia-Pacific
org_00633,2025-11-30T00:00:00,Technology,Mid-Market,Referral,Europe
org_00634,2025-01-16T00:00:00,Technology,SMB,Product-Led,North America
org_00635,2025-06-18T00:00:00,Retail,SMB,Partner,North America
org_00636,2025-07-06T00:00:00,Education,Mid-Market,Organic Search,North America
org_00637,2025-03-05T00:00:00,Education,SMB,Organic Search,Europe
org_00638,2025-08-14T00:00:00,Professional Services,Mid-Market,Product-Led,Asia-Pacific
org_00639,2025-04-13T00:00:00,Retail,SMB,Organic Search,Europe
org_00640,2025-01-26T00:00:00,Retail,Mid-Market,Organic Search,Europe
org_00641,2025-05-19T00:00:00,Healthcare,SMB,Product-Led,North America
org_00642,2025-12-07T00:00:00,Professional Services,SMB,Organic Search,Europe
org_00643,2025-06-02T00:00:00,Education,Enterprise,Organic Search,Asia-Pacific
org_00644,2025-12-12T00:00:00,Retail,SMB,Paid Search,North America
org_00645,2025-01-10T00:00:00,Professional Services,SMB,Organic Search,Europe
org_00646,2025-07-26T00:00:00,Financial Services,Mid-Market,Partner,North America
org_00647,2025-11-14T00:00:00,Professional Services,SMB,Paid Search,Asia-Pacific
org_00648,2025-03-22T00:00:00,Retail,SMB,Referral,North America
org_00649,2025-11-26T00:00:00,Professional Services,SMB,Product-Led,North America
org_00650,2025-04-11T00:00:00,Financial Services,Mid-Market,Product-Led,Europe
org_00651,2025-05-04T00:00:00,Healthcare,Enterprise,Product-Led,North America
org_00652,2025-09-05T00:00:00,Financial Services,SMB,Referral,North America
org_00653,2025-09-01T00:00:00,Financial Services,SMB,Referral,Latin America
org_00654,2025-08-05T00:00:00,Education,SMB,Product-Led,North America
org_00655,2025-01-17T00:00:00,Professional Services,SMB,Product-Led,Latin America
org_00656,2025-05-10T00:00:00,Financial Services,SMB,Paid Search,Europe
org_00657,2025-04-19T00:00:00,Healthcare,SMB,Partner,Asia-Pacific
org_00658,2025-09-01T00:00:00,Education,Mid-Market,Partner,Asia-Pacific
org_00659,2025-05-13T00:00:00,Financial Services,SMB,Referral,Asia-Pacific
org_00660,2025-08-09T00:00:00,Healthcare,SMB,Product-Led,Latin America
org_00661,2025-04-12T00:00:00,Professional Services,SMB,Organic Search,North America
org_00662,2025-03-02T00:00:00,Retail,SMB,Paid Search,Europe
org_00663,2025-10-28T00:00:00,Technology,SMB,Referral,North America
org_00664,2025-07-31T00:00:00,Financial Services,SMB,Organic Search,North America
org_00665,2025-04-11T00:00:00,Financial Services,SMB,Organic Search,North America
org_00666,2025-10-07T00:00:00,Retail,SMB,Paid Search,North America
org_00667,2025-03-15T00:00:00,Healthcare,SMB,Paid Search,Asia-Pacific
org_00668,2025-09-13T00:00:00,Retail,Enterprise,Content,North America
org_00669,2025-11-18T00:00:00,Professional Services,SMB,Organic Search,North America
org_00670,2025-02-23T00:00:00,Professional Services,Mid-Market,Paid Search,North America
org_00671,2025-02-16T00:00:00,Professional Services,Mid-Market,Partner,North America
org_00672,2025-09-30T00:00:00,Financial Services,Mid-Market,Referral,Europe
org_00673,2025-07-31T00:00:00,Technology,Mid-Market,Paid Search,North America
org_00674,2025-03-01T00:00:00,Professional Services,SMB,Paid Search,Asia-Pacific
org_00675,2025-09-26T00:00:00,Retail,Mid-Market,Partner,North America
org_00676,2025-10-04T00:00:00,Retail,SMB,Referral,North America
org_00677,2025-09-11T00:00:00,Retail,SMB,Product-Led,North America
org_00678,2025-10-21T00:00:00,Professional Services,Enterprise,Product-Led,Europe
org_00679,2025-06-01T00:00:00,Retail,Mid-Market,Paid Search,North America
org_00680,2025-05-02T00:00:00,Retail,Mid-Market,Organic Search,North America
org_00681,2025-04-07T00:00:00,Professional Services,SMB,Paid Search,North America
org_00682,2025-06-17T00:00:00,Professional Services,SMB,Referral,North America
org_00683,2025-09-26T00:00:00,Technology,Mid-Market,Organic Search,North America
org_00684,2025-10-10T00:00:00,Education,SMB,Content,North America
org_00685,2025-08-31T00:00:00,Healthcare,Mid-Market,Product-Led,Europe
org_00686,2025-12-11T00:00:00,Education,SMB,Product-Led,North America
org_00687,2025-12-15T00:00:00,Technology,SMB,Referral,Europe
org_00688,2025-06-05T00:00:00,Technology,Mid-Market,Paid Search,North America
org_00689,2025-10-25T00:00:00,Professional Services,SMB,Organic Search,Europe
org_00690,2025-10-27T00:00:00,Healthcare,SMB,Organic Search,Latin America
org_00691,2025-10-03T00:00:00,Professional Services,SMB,Organic Search,North America
org_00692,2025-07-01T00:00:00,Retail,Mid-Market,Paid Search,North America
org_00693,2025-08-06T00:00:00,Healthcare,Mid-Market,Product-Led,Asia-Pacific
org_00694,2025-03-18T00:00:00,Professional Services,Mid-Market,Content,North America
org_00695,2025-12-11T00:00:00,Financial Services,SMB,Product-Led,North America
org_00696,2025-09-05T00:00:00,Professional Services,SMB,Paid Search,Europe
org_00697,2025-07-11T00:00:00,Professional Services,Mid-Market,Product-Led,Asia-Pacific
org_00698,2025-02-16T00:00:00,Financial Services,Mid-Market,Paid Search,Latin America
org_00699,2025-10-01T00:00:00,Education,SMB,Organic Search,Europe
org_00700,2025-06-05T00:00:00,Healthcare,SMB,Content,North America
org_00701,2025-10-26T00:00:00,Professional Services,Enterprise,Organic Search,Europe
org_00702,2025-05-15T00:00:00,Professional Services,Mid-Market,Content,Europe
org_00703,2025-06-21T00:00:00,Retail,Enterprise,Partner,Asia-Pacific
org_00704,2025-02-10T00:00:00,Healthcare,SMB,Content,Europe
org_00705,2025-06-04T00:00:00,Financial Services,SMB,Paid Search,Europe
org_00706,2025-11-05T00:00:00,Retail,SMB,Organic Search,North America
org_00707,2025-02-14T00:00:00,Financial Services,SMB,Referral,Latin America
org_00708,2025-06-03T00:00:00,Professional Services,Enterprise,Referral,North America
org_00709,2025-10-05T00:00:00,Financial Services,Enterprise,Paid Search,North America
org_00710,2025-06-22T00:00:00,Professional Services,Enterprise,Product-Led,North America
org_00711,2025-07-20T00:00:00,Technology,Mid-Market,Referral,Europe
org_00712,2025-11-06T00:00:00,Healthcare,SMB,Product-Led,Latin America
org_00713,2025-10-03T00:00:00,Retail,SMB,Product-Led,Europe
org_00714,2025-02-24T00:00:00,Professional Services,SMB,Organic Search,North America
org_00715,2025-11-03T00:00:00,Education,Mid-Market,Product-Led,Europe
org_00716,2025-02-11T00:00:00,Professional Services,SMB,Paid Search,North America
org_00717,2025-01-28T00:00:00,Financial Services,SMB,Referral,North America
org_00718,2025-05-11T00:00:00,Financial Services,SMB,Product-Led,North America
org_00719,2025-04-04T00:00:00,Healthcare,SMB,Content,Latin America
org_00720,2025-06-24T00:00:00,Education,SMB,Content,North America
org_00721,2025-11-16T00:00:00,Education,SMB,Referral,North America
org_00722,2025-09-04T00:00:00,Education,SMB,Content,North America
org_00723,2025-07-24T00:00:00,Financial Services,SMB,Paid Search,Europe
org_00724,2025-12-06T00:00:00,Healthcare,SMB,Referral,Asia-Pacific
org_00725,2025-02-17T00:00:00,Education,Mid-Market,Content,North America
org_00726,2025-08-25T00:00:00,Technology,SMB,Product-Led,North America
org_00727,2025-06-23T00:00:00,Education,SMB,Paid Search,Europe
org_00728,2025-10-26T00:00:00,Retail,Mid-Market,Product-Led,North America
org_00729,2025-11-15T00:00:00,Education,Enterprise,Referral,North America
org_00730,2025-08-07T00:00:00,Financial Services,SMB,Organic Search,Europe
org_00731,2025-12-16T00:00:00,Retail,SMB,Content,Europe
org_00732,2025-02-18T00:00:00,Education,SMB,Product-Led,Europe
org_00733,2025-12-09T00:00:00,Technology,Enterprise,Product-Led,North America
org_00734,2025-09-16T00:00:00,Healthcare,SMB,Product-Led,North America
org_00735,2025-07-08T00:00:00,Healthcare,SMB,Partner,North America
org_00736,2025-08-26T00:00:00,Retail,Enterprise,Content,Asia-Pacific
org_00737,2025-02-01T00:00:00,Retail,SMB,Organic Search,North America
org_00738,2025-01-24T00:00:00,Technology,Enterprise,Paid Search,North America
org_00739,2025-03-25T00:00:00,Education,SMB,Partner,North America
org_00740,2025-04-19T00:00:00,Technology,SMB,Referral,North America
org_00741,2025-11-15T00:00:00,Financial Services,Mid-Market,Content,Latin America
org_00742,2025-07-09T00:00:00,Professional Services,SMB,Referral,North America
org_00743,2025-03-06T00:00:00,Retail,Mid-Market,Product-Led,North America
org_00744,2025-12-11T00:00:00,Healthcare,SMB,Organic Search,North America
org_00745,2025-12-17T00:00:00,Technology,Enterprise,Organic Search,North America
org_00746,2025-11-14T00:00:00,Professional Services,SMB,Referral,North America
org_00747,2025-11-18T00:00:00,Healthcare,SMB,Organic Search,Asia-Pacific
org_00748,2025-11-14T00:00:00,Healthcare,Mid-Market,Content,Europe
org_00749,2025-09-24T00:00:00,Education,Enterprise,Paid Search,Europe
org_00750,2025-12-06T00:00:00,Healthcare,SMB,Paid Search,North America
org_00751,2025-12-01T00:00:00,Education,SMB,Organic Search,Asia-Pacific
org_00752,2025-09-29T00:00:00,Education,SMB,Paid Search,North America
org_00753,2025-08-24T00:00:00,Professional Services,SMB,Organic Search,Asia-Pacific
org_00754,2025-05-14T00:00:00,Professional Services,Mid-Market,Paid Search,North America
org_00755,2025-03-12T00:00:00,Technology,SMB,Paid Search,North America
org_00756,2025-02-05T00:00:00,Professional Services,SMB,Product-Led,North America
org_00757,2025-09-07T00:00:00,Healthcare,SMB,Content,North America
org_00758,2025-07-22T00:00:00,Professional Services,Enterprise,Product-Led,North America
org_00759,2025-03-12T00:00:00,Technology,Enterprise,Paid Search,Asia-Pacific
org_00760,2025-08-22T00:00:00,Professional Services,Mid-Market,Organic Search,Latin America
org_00761,2025-06-10T00:00:00,Education,Mid-Market,Content,North America
org_00762,2025-03-17T00:00:00,Technology,SMB,Organic Search,Latin America
org_00763,2025-11-04T00:00:00,Retail,Enterprise,Product-Led,North America
org_00764,2025-04-10T00:00:00,Professional Services,SMB,Product-Led,North America
org_00765,2025-04-26T00:00:00,Healthcare,SMB,Content,North America
org_00766,2025-03-08T00:00:00,Financial Services,SMB,Organic Search,North America
org_00767,2025-07-31T00:00:00,Retail,SMB,Paid Search,Europe
org_00768,2025-03-27T00:00:00,Education,Mid-Market,Organic Search,Europe
org_00769,2025-12-22T00:00:00,Retail,Enterprise,Organic Search,Asia-Pacific
org_00770,2025-08-18T00:00:00,Technology,SMB,Content,North America
org_00771,2025-03-19T00:00:00,Technology,Mid-Market,Content,North America
org_00772,2025-10-23T00:00:00,Healthcare,SMB,Product-Led,Asia-Pacific
org_00773,2025-04-12T00:00:00,Retail,Mid-Market,Organic Search,Europe
org_00774,2025-07-04T00:00:00,Technology,SMB,Partner,Latin America
org_00775,2025-11-21T00:00:00,Retail,SMB,Product-Led,Latin America
org_00776,2025-05-14T00:00:00,Professional Services,SMB,Product-Led,North America
org_00777,2025-03-29T00:00:00,Retail,SMB,Organic Search,North America
org_00778,2025-11-13T00:00:00,Retail,SMB,Paid Search,Europe
org_00779,2025-08-19T00:00:00,Technology,SMB,Organic Search,North America
org_00780,2025-05-20T00:00:00,Professional Services,SMB,Organic Search,Europe
org_00781,2025-05-15T00:00:00,Financial Services,Mid-Market,Content,North America
org_00782,2025-10-22T00:00:00,Professional Services,Mid-Market,Partner,North America
org_00783,2025-01-06T00:00:00,Professional Services,Mid-Market,Partner,Latin America
org_00784,2025-10-28T00:00:00,Retail,SMB,Organic Search,North America
org_00785,2025-03-26T00:00:00,Professional Services,Mid-Market,Organic Search,North America
org_00786,2025-03-07T00:00:00,Technology,Mid-Market,Product-Led,North America
org_00787,2025-04-10T00:00:00,Retail,SMB,Organic Search,North America
org_00788,2025-01-10T00:00:00,Technology,SMB,Product-Led,North America
org_00789,2025-03-31T00:00:00,Professional Services,SMB,Organic Search,North America
org_00790,2025-12-21T00:00:00,Financial Services,Mid-Market,Content,North America
org_00791,2025-09-02T00:00:00,Education,Enterprise,Organic Search,Europe
org_00792,2025-05-29T00:00:00,Professional Services,SMB,Organic Search,Latin America
org_00793,2025-08-16T00:00:00,Education,Mid-Market,Organic Search,North America
org_00794,2025-02-01T00:00:00,Financial Services,SMB,Organic Search,Latin America
org_00795,2025-01-28T00:00:00,Professional Services,SMB,Paid Search,North America
org_00796,2025-07-07T00:00:00,Education,SMB,Paid Search,North America
org_00797,2025-08-31T00:00:00,Professional Services,Mid-Market,Paid Search,Latin America
org_00798,2025-03-20T00:00:00,Education,SMB,Paid Search,North America
org_00799,2025-12-03T00:00:00,Financial Services,SMB,Referral,Europe
org_00800,2025-04-08T00:00:00,Retail,SMB,Referral,North America
org_00801,2025-03-28T00:00:00,Professional Services,SMB,Referral,North America
org_00802,2025-04-16T00:00:00,Financial Services,SMB,Paid Search,Asia-Pacific
org_00803,2025-11-18T00:00:00,Healthcare,Mid-Market,Referral,Latin America
org_00804,2025-09-13T00:00:00,Financial Services,Mid-Market,Organic Search,North America
org_00805,2025-08-23T00:00:00,Technology,SMB,Organic Search,Asia-Pacific
org_00806,2025-06-14T00:00:00,Healthcare,Mid-Market,Content,North America
org_00807,2025-11-01T00:00:00,Retail,Enterprise,Organic Search,North America
org_00808,2025-03-19T00:00:00,Technology,Mid-Market,Content,North America
org_00809,2025-01-13T00:00:00,Retail,SMB,Product-Led,North America
org_00810,2025-08-13T00:00:00,Healthcare,SMB,Product-Led,Europe
org_00811,2025-02-25T00:00:00,Healthcare,Mid-Market,Content,Latin America
org_00812,2025-09-14T00:00:00,Financial Services,SMB,Content,North America
org_00813,2025-05-09T00:00:00,Technology,Mid-Market,Product-Led,North America
org_00814,2025-03-25T00:00:00,Healthcare,SMB,Referral,North America
org_00815,2025-08-07T00:00:00,Healthcare,SMB,Paid Search,Latin America
org_00816,2025-01-13T00:00:00,Healthcare,Mid-Market,Organic Search,Europe
org_00817,2025-08-10T00:00:00,Education,SMB,Organic Search,Europe
org_00818,2025-10-08T00:00:00,Retail,SMB,Content,North America
org_00819,2025-03-23T00:00:00,Healthcare,SMB,Content,Asia-Pacific
org_00820,2025-04-21T00:00:00,Healthcare,SMB,Product-Led,Europe
org_00821,2025-04-26T00:00:00,Technology,Mid-Market,Product-Led,North America
org_00822,2025-03-19T00:00:00,Technology,SMB,Paid Search,Europe
org_00823,2025-02-13T00:00:00,Healthcare,SMB,Organic Search,North America
org_00824,2025-05-08T00:00:00,Technology,Mid-Market,Paid Search,North America
org_00825,2025-09-18T00:00:00,Education,SMB,Product-Led,Asia-Pacific
org_00826,2025-11-17T00:00:00,Retail,Enterprise,Referral,Europe
org_00827,2025-05-27T00:00:00,Financial Services,SMB,Referral,Europe
org_00828,2025-08-13T00:00:00,Technology,Mid-Market,Partner,Asia-Pacific
org_00829,2025-02-09T00:00:00,Technology,SMB,Paid Search,North America
org_00830,2025-01-03T00:00:00,Professional Services,Mid-Market,Organic Search,Asia-Pacific
org_00831,2025-12-31T00:00:00,Technology,Mid-Market,Product-Led,Asia-Pacific
org_00832,2025-05-29T00:00:00,Financial Services,SMB,Product-Led,Asia-Pacific
org_00833,2025-10-10T00:00:00,Professional Services,Mid-Market,Organic Search,Asia-Pacific
org_00834,2025-06-15T00:00:00,Healthcare,Mid-Market,Content,North America
org_00835,2025-07-18T00:00:00,Financial Services,Mid-Market,Referral,Asia-Pacific
org_00836,2025-02-05T00:00:00,Education,Mid-Market,Product-Led,North America
org_00837,2025-11-11T00:00:00,Professional Services,Mid-Market,Organic Search,North America
org_00838,2025-07-02T00:00:00,Retail,SMB,Referral,North America
org_00839,2025-10-13T00:00:00,Retail,SMB,Referral,Europe
org_00840,2025-04-25T00:00:00,Technology,SMB,Product-Led,North America
org_00841,2025-01-31T00:00:00,Financial Services,SMB,Product-Led,Asia-Pacific
org_00842,2025-08-04T00:00:00,Technology,SMB,Product-Led,Latin America
org_00843,2025-10-10T00:00:00,Technology,SMB,Referral,Latin America
org_00844,2025-04-01T00:00:00,Technology,SMB,Partner,Asia-Pacific
org_00845,2025-06-10T00:00:00,Retail,SMB,Organic Search,North America
org_00846,2025-02-08T00:00:00,Healthcare,SMB,Content,North America
org_00847,2025-08-12T00:00:00,Education,SMB,Paid Search,North America
org_00848,2025-07-28T00:00:00,Retail,SMB,Partner,Europe
org_00849,2025-09-17T00:00:00,Professional Services,SMB,Organic Search,Europe
org_00850,2025-05-03T00:00:00,Professional Services,SMB,Organic Search,North America
org_00851,2025-08-14T00:00:00,Retail,SMB,Organic Search,Europe
org_00852,2025-05-17T00:00:00,Professional Services,Mid-Market,Referral,North America
org_00853,2025-09-19T00:00:00,Technology,Mid-Market,Paid Search,Asia-Pacific
org_00854,2025-12-14T00:00:00,Education,SMB,Organic Search,North America
org_00855,2025-09-17T00:00:00,Retail,Mid-Market,Organic Search,North America
org_00856,2025-08-19T00:00:00,Professional Services,Enterprise,Organic Search,North America
org_00857,2025-08-27T00:00:00,Technology,SMB,Product-Led,Asia-Pacific
org_00858,2025-01-13T00:00:00,Retail,SMB,Product-Led,North America
org_00859,2025-07-28T00:00:00,Retail,SMB,Product-Led,Europe
org_00860,2025-03-28T00:00:00,Professional Services,Mid-Market,Organic Search,Asia-Pacific
org_00861,2025-05-13T00:00:00,Retail,Mid-Market,Organic Search,Europe
org_00862,2025-08-26T00:00:00,Retail,Mid-Market,Product-Led,North America
org_00863,2025-06-23T00:00:00,Professional Services,SMB,Organic Search,Latin America
org_00864,2025-10-03T00:00:00,Technology,SMB,Organic Search,North America
org_00865,2025-06-23T00:00:00,Retail,Mid-Market,Product-Led,North America
org_00866,2025-09-07T00:00:00,Financial Services,SMB,Organic Search,North America
org_00867,2025-06-06T00:00:00,Technology,Mid-Market,Organic Search,Europe
org_00868,2025-10-01T00:00:00,Professional Services,Enterprise,Product-Led,North America
org_00869,2025-10-27T00:00:00,Technology,Mid-Market,Product-Led,Asia-Pacific
org_00870,2025-02-23T00:00:00,Professional Services,Mid-Market,Paid Search,North America
org_00871,2025-03-14T00:00:00,Technology,Mid-Market,Paid Search,Asia-Pacific
org_00872,2025-04-20T00:00:00,Technology,Enterprise,Product-Led,Europe
org_00873,2025-08-10T00:00:00,Retail,Mid-Market,Organic Search,North America
org_00874,2025-06-29T00:00:00,Technology,SMB,Organic Search,North America
org_00875,2025-09-28T00:00:00,Retail,SMB,Product-Led,North America
org_00876,2025-09-11T00:00:00,Education,Enterprise,Referral,Europe
org_00877,2025-07-05T00:00:00,Retail,SMB,Referral,Asia-Pacific
org_00878,2025-07-04T00:00:00,Technology,Mid-Market,Organic Search,Asia-Pacific
org_00879,2025-02-27T00:00:00,Technology,Mid-Market,Referral,Europe
org_00880,2025-05-02T00:00:00,Healthcare,Mid-Market,Referral,North America
org_00881,2025-04-04T00:00:00,Education,Enterprise,Organic Search,North America
org_00882,2025-06-24T00:00:00,Education,SMB,Product-Led,Europe
org_00883,2025-06-25T00:00:00,Retail,Enterprise,Content,North America
org_00884,2025-12-27T00:00:00,Technology,SMB,Product-Led,North America
org_00885,2025-07-26T00:00:00,Financial Services,SMB,Content,Europe
org_00886,2025-11-28T00:00:00,Technology,Mid-Market,Organic Search,North America
org_00887,2025-03-30T00:00:00,Financial Services,Enterprise,Paid Search,Europe
org_00888,2025-12-29T00:00:00,Healthcare,Mid-Market,Paid Search,Europe
org_00889,2025-03-01T00:00:00,Professional Services,Mid-Market,Content,North America
org_00890,2025-03-09T00:00:00,Retail,Mid-Market,Referral,North America
org_00891,2025-05-21T00:00:00,Healthcare,SMB,Product-Led,North America
org_00892,2025-04-28T00:00:00,Healthcare,SMB,Organic Search,North America
org_00893,2025-08-07T00:00:00,Financial Services,SMB,Paid Search,Asia-Pacific
org_00894,2025-02-09T00:00:00,Retail,Mid-Market,Organic Search,North America
org_00895,2025-06-30T00:00:00,Financial Services,Mid-Market,Content,Asia-Pacific
org_00896,2025-08-12T00:00:00,Healthcare,Enterprise,Organic Search,North America
org_00897,2025-09-27T00:00:00,Healthcare,SMB,Paid Search,Asia-Pacific
org_00898,2025-01-16T00:00:00,Professional Services,SMB,Content,Europe
org_00899,2025-08-18T00:00:00,Technology,SMB,Content,North America
org_00900,2025-06-24T00:00:00,Education,Mid-Market,Content,Asia-Pacific
org_00901,2025-01-20T00:00:00,Technology,Enterprise,Paid Search,Latin America
org_00902,2025-12-12T00:00:00,Financial Services,SMB,Product-Led,Asia-Pacific
org_00903,2025-06-12T00:00:00,Financial Services,Enterprise,Product-Led,North America
org_00904,2025-03-18T00:00:00,Professional Services,SMB,Referral,Latin America
org_00905,2025-08-16T00:00:00,Healthcare,SMB,Product-Led,North America
org_00906,2025-08-20T00:00:00,Technology,SMB,Product-Led,North America
org_00907,2025-09-27T00:00:00,Retail,SMB,Content,North America
org_00908,2025-06-23T00:00:00,Healthcare,Mid-Market,Content,North America
org_00909,2025-04-28T00:00:00,Financial Services,Mid-Market,Organic Search,Latin America
org_00910,2025-04-07T00:00:00,Professional Services,Enterprise,Organic Search,North America
org_00911,2025-01-07T00:00:00,Professional Services,SMB,Paid Search,Asia-Pacific
org_00912,2025-03-20T00:00:00,Retail,SMB,Organic Search,North America
org_00913,2025-09-17T00:00:00,Technology,SMB,Paid Search,North America
org_00914,2025-12-23T00:00:00,Professional Services,SMB,Organic Search,North America
org_00915,2025-05-01T00:00:00,Retail,SMB,Product-Led,North America
org_00916,2025-09-22T00:00:00,Professional Services,SMB,Product-Led,North America
org_00917,2025-02-16T00:00:00,Retail,Enterprise,Content,North America
org_00918,2025-01-16T00:00:00,Professional Services,SMB,Content,Latin America
org_00919,2025-05-26T00:00:00,Professional Services,Mid-Market,Paid Search,Asia-Pacific
org_00920,2025-12-20T00:00:00,Retail,SMB,Partner,Asia-Pacific
org_00921,2025-05-28T00:00:00,Financial Services,SMB,Product-Led,North America
org_00922,2025-10-13T00:00:00,Education,Mid-Market,Referral,Asia-Pacific
org_00923,2025-12-02T00:00:00,Retail,Mid-Market,Organic Search,North America
org_00924,2025-11-06T00:00:00,Education,SMB,Product-Led,Latin America
org_00925,2025-07-26T00:00:00,Retail,Mid-Market,Product-Led,Europe
org_00926,2025-09-27T00:00:00,Technology,SMB,Organic Search,North America
org_00927,2025-05-27T00:00:00,Retail,SMB,Paid Search,North America
org_00928,2025-10-13T00:00:00,Healthcare,SMB,Organic Search,North America
org_00929,2025-03-14T00:00:00,Healthcare,SMB,Paid Search,North America
org_00930,2025-06-03T00:00:00,Education,SMB,Organic Search,North America
org_00931,2025-10-26T00:00:00,Healthcare,SMB,Product-Led,Asia-Pacific
org_00932,2025-06-10T00:00:00,Technology,SMB,Product-Led,Asia-Pacific
org_00933,2025-11-05T00:00:00,Professional Services,SMB,Paid Search,Europe
org_00934,2025-08-02T00:00:00,Retail,SMB,Referral,North America
org_00935,2025-07-19T00:00:00,Financial Services,SMB,Content,Latin America
org_00936,2025-01-28T00:00:00,Education,SMB,Paid Search,Latin America
org_00937,2025-03-02T00:00:00,Technology,Mid-Market,Paid Search,Europe
org_00938,2025-04-18T00:00:00,Professional Services,Mid-Market,Content,North America
org_00939,2025-04-10T00:00:00,Education,SMB,Paid Search,Asia-Pacific
org_00940,2025-04-15T00:00:00,Retail,SMB,Partner,North America
org_00941,2025-01-04T00:00:00,Financial Services,SMB,Product-Led,North America
org_00942,2025-01-16T00:00:00,Education,SMB,Product-Led,Asia-Pacific
org_00943,2025-07-14T00:00:00,Financial Services,Enterprise,Paid Search,Asia-Pacific
org_00944,2025-10-29T00:00:00,Technology,SMB,Partner,North America
org_00945,2025-06-15T00:00:00,Professional Services,Mid-Market,Organic Search,North America
org_00946,2025-10-11T00:00:00,Technology,SMB,Organic Search,Europe
org_00947,2025-12-11T00:00:00,Retail,Mid-Market,Content,Asia-Pacific
org_00948,2025-04-22T00:00:00,Healthcare,SMB,Paid Search,Asia-Pacific
org_00949,2025-05-23T00:00:00,Healthcare,SMB,Paid Search,Europe
org_00950,2025-01-14T00:00:00,Financial Services,Mid-Market,Organic Search,Asia-Pacific
org_00951,2025-12-30T00:00:00,Financial Services,SMB,Referral,North America
org_00952,2025-07-09T00:00:00,Technology,Mid-Market,Content,North America
org_00953,2025-04-17T00:00:00,Education,Enterprise,Content,North America
org_00954,2025-05-01T00:00:00,Education,SMB,Organic Search,Europe
org_00955,2025-03-01T00:00:00,Education,Enterprise,Partner,North America
org_00956,2025-10-16T00:00:00,Retail,Mid-Market,Paid Search,North America
org_00957,2025-10-24T00:00:00,Retail,SMB,Product-Led,Europe
org_00958,2025-07-07T00:00:00,Professional Services,Mid-Market,Product-Led,Europe
org_00959,2025-07-12T00:00:00,Education,Enterprise,Referral,North America
org_00960,2025-06-08T00:00:00,Healthcare,SMB,Product-Led,North America
org_00961,2025-12-09T00:00:00,Healthcare,Mid-Market,Referral,Asia-Pacific
org_00962,2025-04-09T00:00:00,Healthcare,SMB,Product-Led,Asia-Pacific
org_00963,2025-03-24T00:00:00,Professional Services,SMB,Organic Search,Asia-Pacific
org_00964,2025-11-08T00:00:00,Education,SMB,Paid Search,Asia-Pacific
org_00965,2025-11-06T00:00:00,Technology,SMB,Content,North America
org_00966,2025-10-08T00:00:00,Retail,SMB,Content,North America
org_00967,2025-08-17T00:00:00,Professional Services,Mid-Market,Partner,Asia-Pacific
org_00968,2025-11-09T00:00:00,Professional Services,Mid-Market,Paid Search,Asia-Pacific
org_00969,2025-10-02T00:00:00,Financial Services,SMB,Organic Search,North America
org_00970,2025-09-11T00:00:00,Education,Mid-Market,Product-Led,North America
org_00971,2025-08-04T00:00:00,Technology,Mid-Market,Organic Search,Asia-Pacific
org_00972,2025-12-03T00:00:00,Professional Services,SMB,Referral,North America
org_00973,2025-10-08T00:00:00,Financial Services,Mid-Market,Partner,North America
org_00974,2025-05-16T00:00:00,Professional Services,Mid-Market,Paid Search,Europe
org_00975,2025-03-08T00:00:00,Healthcare,SMB,Organic Search,Europe
org_00976,2025-03-20T00:00:00,Education,Mid-Market,Content,Asia-Pacific
org_00977,2025-10-10T00:00:00,Technology,Mid-Market,Content,Asia-Pacific
org_00978,2025-03-27T00:00:00,Financial Services,SMB,Product-Led,Asia-Pacific
org_00979,2025-10-15T00:00:00,Education,SMB,Product-Led,North America
org_00980,2025-09-02T00:00:00,Education,Mid-Market,Product-Led,Asia-Pacific
org_00981,2025-06-08T00:00:00,Financial Services,SMB,Content,North America
org_00982,2025-03-14T00:00:00,Financial Services,SMB,Content,Europe
org_00983,2025-08-19T00:00:00,Education,Enterprise,Paid Search,North America
org_00984,2025-05-20T00:00:00,Technology,SMB,Product-Led,Europe
org_00985,2025-10-14T00:00:00,Professional Services,Mid-Market,Content,North America
org_00986,2025-03-03T00:00:00,Retail,SMB,Product-Led,North America
org_00987,2025-09-02T00:00:00,Financial Services,Mid-Market,Content,North America
