opportunity_id,account_id,owner_id,opportunity_stage,amount,expected_close_date,actual_close_date,created_at,sales_region,segment,revenue_model,lead_source,close_date_changes,last_activity_at
OPP_000439,ACC_00496,REP_029,Closed-Won,2515.47,2024-06-27,2024-08-04,2024-05-12,EMEA,Mid-Market,Subscription,Partner,0,2024-08-21
OPP_000440,ACC_00487,REP_013,Closed-Won,4396.05,2025-03-20,2025-04-01,2025-01-02,APAC,SMB,Subscription,Inbound,0,2025-03-08
OPP_000441,ACC_00043,REP_018,Closed-Lost,15144.02,2025-01-10,2025-03-11,2024-09-15,North America,Mid-Market,Transactional,Inbound,0,2024-10-16
OPP_000442,ACC_00039,REP_015,Proposal,6281.35,2025-02-21,,2024-11-05,North America,SMB,Subscription,Marketing,0,2024-12-30
OPP_000443,ACC_00644,REP_016,Qualification,6455.45,2025-07-16,,2025-06-23,EMEA,SMB,Subscription,Outbound,0,2025-09-24
OPP_000444,ACC_00437,REP_003,Closed-Won,29186.16,2025-02-05,2025-04-05,2024-12-25,North America,SMB,Advertising,Outbound,0,2025-01-27
OPP_000445,ACC_00303,REP_030,Closed-Won,139601.16,2024-12-15,2024-10-28,2024-09-07,North America,Mid-Market,Advertising,Referral,0,2024-10-18
OPP_000446,ACC_00455,REP_017,Closed-Won,6560.78,2025-10-22,2025-07-19,2025-06-20,APAC,SMB,Transactional,Inbound,0,2025-08-14
OPP_000447,ACC_00727,REP_007,Closed-Lost,2500.0,2024-10-04,2024-12-31,2024-09-10,North America,SMB,Subscription,Partner,0,2024-09-19
OPP_000448,ACC_00352,REP_018,Proposal,7098.08,2025-12-06,,2025-10-04,North America,SMB,Usage-Based,Marketing,2,2025-11-22
OPP_000449,ACC_00420,REP_012,Closed-Won,53505.78,2025-11-26,2026-03-22,2025-10-22,North America,Enterprise,Transactional,Inbound,0,2025-11-07
OPP_000450,ACC_00340,REP_025,Qualification,41771.65,2025-02-01,,2024-11-10,APAC,Enterprise,Transactional,Inbound,1,2024-11-11
OPP_000451,ACC_00800,REP_023,Proposal,30052.2,2025-08-09,,2025-05-31,North America,Mid-Market,Subscription,Marketing,0,2025-07-17
OPP_000452,ACC_00066,REP_012,Qualification,149030.95,2025-05-31,,2025-04-19,North America,Mid-Market,Usage-Based,Inbound,0,2025-07-19
OPP_000453,ACC_01103,REP_022,Qualification,2942.1,2025-12-22,,2025-07-30,North America,Mid-Market,Advertising,Inbound,1,2025-11-24
OPP_000454,ACC_00666,REP_001,Prospecting,9827.31,2025-03-04,,2024-11-05,APAC,Mid-Market,Transactional,Outbound,2,2024-12-28
OPP_000455,ACC_00294,REP_030,Closed-Won,41911.11,2024-12-28,2025-02-08,2024-09-29,North America,SMB,Enterprise Services,Marketing,1,2024-12-28
OPP_000456,ACC_00912,REP_016,Closed-Lost,26139.59,2024-10-31,2024-12-20,2024-07-04,EMEA,Enterprise,Advertising,Outbound,2,2024-07-31
OPP_000457,ACC_01128,REP_020,Qualification,35935.95,2025-03-28,,2025-01-27,APAC,Mid-Market,Subscription,Inbound,0,2025-04-13
OPP_000458,ACC_00070,REP_020,Proposal,16866.15,2025-07-07,,2025-02-16,EMEA,SMB,Subscription,Outbound,2,2025-05-07
OPP_000459,ACC_00246,REP_010,Prospecting,151771.54,2025-01-09,,2024-10-28,LATAM,Enterprise,Subscription,Outbound,2,2024-12-07
OPP_000460,ACC_00173,REP_021,Proposal,60809.59,2024-10-04,,2024-07-26,North America,SMB,Subscription,Marketing,1,2024-09-18
OPP_000461,ACC_00085,REP_012,Qualification,12521.92,2025-01-29,,2024-10-28,APAC,SMB,Subscription,Marketing,1,2025-01-16
OPP_000462,ACC_00887,REP_021,Negotiation,2500.0,2025-03-07,,2024-12-02,North America,SMB,Subscription,Inbound,1,2025-01-09
OPP_000463,ACC_00232,REP_003,Closed-Lost,4454.88,2024-07-04,2024-04-16,2024-03-26,APAC,SMB,Advertising,Partner,0,2024-06-06
OPP_000464,ACC_00461,REP_005,Proposal,145226.93,2025-07-24,,2025-03-18,EMEA,Mid-Market,Subscription,Partner,0,2025-04-15
OPP_000465,ACC_00978,REP_028,Closed-Won,2500.0,2025-09-10,2025-10-07,2025-07-18,North America,SMB,Subscription,Marketing,0,2025-09-20
OPP_000466,ACC_00735,REP_023,Closed-Won,14749.58,2024-11-22,2024-11-26,2024-08-03,APAC,SMB,Subscription,Partner,1,2024-08-11
OPP_000467,ACC_00814,REP_004,Qualification,2500.0,2024-11-02,,2024-09-18,EMEA,Mid-Market,Subscription,Inbound,0,2024-11-11
OPP_000468,ACC_00118,REP_007,Proposal,4224.99,2024-04-23,,2024-03-03,EMEA,Mid-Market,Subscription,Partner,1,2024-05-02
OPP_000469,ACC_01166,REP_017,Prospecting,106957.74,2025-04-18,,2025-01-24,North America,Enterprise,Subscription,Partner,0,2025-05-03
OPP_000470,ACC_00100,REP_001,Proposal,45670.72,2025-01-09,,2024-10-13,APAC,Enterprise,Subscription,Partner,0,2024-11-27
OPP_000471,ACC_00852,REP_013,Closed-Lost,6159.32,2025-11-08,2025-12-31,2025-07-28,North America,SMB,Subscription,Inbound,0,2025-07-29
OPP_000472,ACC_00768,REP_010,Proposal,3975.11,2025-10-07,,2025-08-30,North America,SMB,Subscription,Inbound,0,2025-09-04
OPP_000473,ACC_00496,REP_005,Proposal,2500.0,2025-10-06,,2025-06-02,EMEA,Mid-Market,Subscription,Inbound,1,2025-08-06
OPP_000474,ACC_01006,REP_009,Qualification,17954.01,2024-08-20,,2024-05-20,EMEA,SMB,Subscription,Inbound,0,2024-08-25
OPP_000475,ACC_01071,REP_009,Qualification,33193.34,2024-08-17,,2024-05-12,EMEA,Enterprise,Transactional,Inbound,0,2024-08-26
OPP_000476,ACC_00085,REP_003,Closed-Lost,2500.0,2025-03-18,2025-01-26,2024-11-21,APAC,SMB,Subscription,Inbound,0,2025-02-26
OPP_000477,ACC_01150,REP_020,Qualification,45407.88,2025-06-08,,2025-02-18,EMEA,Enterprise,Advertising,Inbound,0,2025-03-31
OPP_000478,ACC_00290,REP_009,Closed-Won,16049.15,2024-04-06,2024-05-27,2024-01-22,North America,SMB,Usage-Based,Inbound,0,2024-03-21
OPP_000479,ACC_00950,REP_001,Prospecting,7342.9,2025-02-18,,2024-11-28,LATAM,SMB,Usage-Based,Referral,0,2025-03-14
OPP_000480,ACC_00985,REP_001,Prospecting,10078.46,2024-04-18,,2024-02-28,North America,SMB,Subscription,Outbound,1,2024-06-07
OPP_000481,ACC_00668,REP_029,Qualification,45769.75,2024-09-24,,2024-06-23,North America,Enterprise,Subscription,Outbound,1,2024-08-17
OPP_000482,ACC_ORPHAN_5,REP_004,Closed-Lost,8048.21,2024-10-13,2024-10-16,2024-08-28,North America,Mid-Market,Advertising,Marketing,2,2024-10-25
OPP_000483,ACC_00991,REP_028,Qualification,17227.46,2024-05-09,,2024-01-28,APAC,Mid-Market,Subscription,Outbound,0,2024-02-06
OPP_000484,ACC_00628,REP_005,Closed-Won,18720.6,2024-09-06,2024-10-14,2024-06-24,APAC,SMB,Advertising,Inbound,0,2024-07-15
OPP_000485,ACC_00215,REP_003,Qualification,45919.43,2025-04-16,,2025-02-25,North America,Mid-Market,Subscription,Outbound,0,2025-04-29
OPP_000486,ACC_00522,REP_017,Negotiation,19789.21,2026-01-19,,2025-10-30,EMEA,SMB,Subscription,Inbound,0,2025-12-31
OPP_000487,ACC_01081,REP_027,Negotiation,4569.07,2025-10-25,,2025-06-06,North America,SMB,Usage-Based,Partner,0,2025-08-14
OPP_000488,ACC_00244,REP_003,Negotiation,30829.05,2024-10-25,,2024-07-24,North America,Mid-Market,Transactional,Inbound,0,2024-08-31
OPP_000489,ACC_01200,REP_010,Qualification,25989.98,2025-11-25,,2025-09-22,APAC,Mid-Market,Transactional,Outbound,0,2025-10-19
OPP_000490,ACC_00219,REP_023,Qualification,21666.94,2025-01-07,,2024-10-21,EMEA,Enterprise,Subscription,Inbound,0,2024-12-14
OPP_000491,ACC_00799,REP_003,Closed-Lost,10256.71,2024-12-01,2025-01-14,2024-08-25,EMEA,Mid-Market,Advertising,Inbound,0,2024-12-08
OPP_000492,ACC_00770,REP_006,Negotiation,32199.08,2025-08-29,,2025-07-21,APAC,Mid-Market,Subscription,Partner,1,2025-11-14
OPP_000493,ACC_00236,REP_010,Qualification,64660.65,2024-12-25,,2024-09-24,North America,Mid-Market,Subscription,Inbound,1,2024-10-01
OPP_000494,ACC_00567,REP_025,Proposal,2665.98,2025-06-02,,2025-05-09,North America,Mid-Market,Advertising,Outbound,0,2025-06-21
OPP_000495,ACC_00174,REP_025,Prospecting,227137.99,2024-08-27,,2024-04-19,APAC,Enterprise,Subscription,Inbound,0,2024-06-21
OPP_000496,ACC_00438,REP_022,Proposal,52269.05,2024-11-17,,2024-08-10,North America,Mid-Market,Subscription,Partner,0,2024-09-05
OPP_000497,ACC_01152,REP_020,Proposal,53764.59,2025-11-24,,2025-10-21,North America,Enterprise,Transactional,Outbound,0,2025-12-03
OPP_000498,ACC_00066,REP_001,Prospecting,12826.69,2024-08-31,,2024-06-12,North America,Mid-Market,Usage-Based,Marketing,0,2024-06-28
OPP_000499,ACC_01046,REP_008,Proposal,13261.18,2025-12-04,,2025-07-23,APAC,SMB,Enterprise Services,Outbound,0,2025-09-17
OPP_000500,ACC_00814,REP_028,Negotiation,8599.29,2025-04-02,,2024-11-08,EMEA,Mid-Market,Subscription,Referral,0,2025-02-22
OPP_000501,ACC_00899,REP_022,Closed-Lost,7513.58,2025-11-09,2026-03-02,2025-10-03,APAC,SMB,Advertising,Inbound,0,2026-01-22
OPP_000502,ACC_00339,REP_008,Closed-Won,2500.0,2024-11-29,2025-01-02,2024-10-05,North America,SMB,Subscription,Marketing,1,2024-10-07
OPP_000503,ACC_01139,REP_022,Proposal,2500.0,2025-01-04,,2024-11-27,EMEA,SMB,Transactional,Outbound,1,2025-02-11
OPP_000504,ACC_00305,REP_022,Closed-Won,453866.51,2024-11-27,2024-12-23,2024-09-21,APAC,Enterprise,Transactional,Outbound,0,2025-01-07
OPP_000505,ACC_00605,REP_023,Qualification,46925.99,2024-09-29,,2024-05-20,EMEA,Enterprise,Transactional,Marketing,0,2024-08-20
OPP_000506,ACC_00045,REP_030,Closed-Won,54010.88,2025-11-07,2025-12-26,2025-07-19,North America,Enterprise,Advertising,Referral,3,2025-07-27
OPP_000507,ACC_01066,REP_017,Prospecting,42724.12,2025-03-13,,2025-01-19,North America,Enterprise,Usage-Based,Marketing,0,2025-03-07
OPP_000508,ACC_00846,REP_002,Prospecting,19254.07,2025-02-04,,2024-12-04,North America,Enterprise,Subscription,Inbound,1,2025-03-04
OPP_000509,ACC_00196,REP_025,Negotiation,6601.82,2024-12-14,,2024-09-06,North America,SMB,Subscription,Outbound,0,2025-01-01
OPP_000510,ACC_00795,REP_001,Qualification,9831.55,2025-09-06,,2025-06-01,EMEA,SMB,Advertising,Inbound,2,2025-07-06
OPP_000511,ACC_00220,REP_020,Closed-Won,7372.59,2024-11-09,2024-12-04,2024-08-21,North America,SMB,Subscription,Partner,0,2024-09-24
OPP_000512,ACC_00534,REP_024,Negotiation,7690.93,2024-08-21,,2024-06-08,North America,Mid-Market,Subscription,Outbound,0,2024-07-08
OPP_000513,ACC_00615,REP_004,Prospecting,14496.34,2024-07-15,,2024-02-25,EMEA,SMB,Enterprise Services,Inbound,3,2024-06-11
OPP_000514,ACC_01118,REP_024,Proposal,19699.82,2025-11-01,,2025-08-08,APAC,Mid-Market,Transactional,Inbound,1,2025-08-30
OPP_000515,ACC_00400,REP_025,Negotiation,13294.04,2024-06-19,,2024-02-19,North America,SMB,Usage-Based,Referral,0,2024-04-03
OPP_000516,ACC_00016,REP_020,Closed-Won,18164.2,2025-12-11,2025-09-30,2025-07-20,North America,SMB,Subscription,Inbound,1,2025-08-06
OPP_000517,ACC_00520,REP_010,Closed-Won,37150.33,2024-11-12,2024-11-09,2024-09-10,North America,Enterprise,Subscription,Inbound,2,2024-12-31
OPP_000518,ACC_01112,REP_007,Proposal,7580.05,2024-05-02,,2024-01-02,North America,SMB,Advertising,Inbound,0,2024-01-10
OPP_000519,ACC_00958,REP_022,Closed-Won,71858.38,2026-01-15,2026-01-22,2025-09-12,North America,Mid-Market,Advertising,Outbound,0,2025-11-12
OPP_000520,ACC_00071,REP_005,Proposal,3491.71,2025-06-28,,2025-05-11,North America,SMB,Usage-Based,Inbound,0,2025-05-30
OPP_000521,ACC_00065,REP_021,Prospecting,2505.81,2025-06-17,,2025-04-29,EMEA,Mid-Market,Subscription,Marketing,2,2025-06-17
OPP_000522,ACC_00909,REP_006,Negotiation,15641.79,2025-02-12,,2025-01-02,North America,SMB,Enterprise Services,Inbound,0,2025-03-14
OPP_000523,ACC_00866,REP_011,Qualification,23479.94,2025-09-01,,2025-05-24,EMEA,Enterprise,Subscription,Inbound,0,2025-08-16
OPP_000524,ACC_00669,REP_016,Prospecting,3055.85,2024-07-26,,2024-03-30,North America,SMB,Subscription,Inbound,0,2024-06-06
OPP_000525,ACC_00106,REP_005,Qualification,39546.72,2024-09-30,,2024-06-05,EMEA,Mid-Market,Enterprise Services,Inbound,0,2024-07-26
OPP_000526,ACC_00337,REP_024,Closed-Won,7765.1,2025-03-10,2025-05-11,2024-12-30,North America,SMB,Subscription,Partner,0,2025-02-02
OPP_000527,ACC_01018,REP_021,Closed-Lost,12452.64,2025-08-26,2025-08-18,2025-05-07,North America,Enterprise,Subscription,Inbound,0,2025-08-11
OPP_000528,ACC_00168,REP_001,Closed-Lost,112977.74,2025-02-21,2025-03-11,2025-01-29,North America,Mid-Market,Subscription,Partner,0,2025-04-20
OPP_000529,ACC_00243,REP_026,Qualification,2500.0,2025-01-12,,2024-09-29,North America,SMB,Subscription,Outbound,0,2024-12-18
OPP_000530,ACC_00543,REP_022,Proposal,40399.53,2025-06-15,,2025-03-26,APAC,Enterprise,Enterprise Services,Inbound,0,2025-06-26
OPP_000531,ACC_00882,REP_026,Closed-Won,2500.0,2024-06-15,2024-03-21,2024-02-09,North America,Mid-Market,Transactional,Inbound,0,2024-03-07
OPP_000532,ACC_00994,REP_019,Qualification,11764.26,2025-04-30,,2024-12-06,North America,SMB,Advertising,Outbound,0,2025-04-02
OPP_000533,ACC_00711,REP_019,Proposal,23205.46,2024-12-22,,2024-09-21,North America,Enterprise,Subscription,Outbound,1,2025-01-09
OPP_000534,ACC_00591,REP_012,Qualification,99960.12,2025-03-09,,2024-11-29,EMEA,Enterprise,Subscription,Outbound,0,2025-01-21
OPP_000535,ACC_00463,REP_007,Negotiation,43298.16,2024-08-15,,2024-03-28,North America,Enterprise,Transactional,Marketing,0,2024-04-22
OPP_000536,ACC_00053,REP_008,Negotiation,62982.22,2025-10-31,,2025-08-28,APAC,Mid-Market,Usage-Based,Inbound,0,2025-10-12
OPP_000537,ACC_00322,REP_010,Qualification,10617.79,2025-09-01,,2025-07-25,North America,Mid-Market,Subscription,Outbound,1,2025-09-10
OPP_000538,ACC_00258,REP_009,Prospecting,2500.0,2025-12-17,,2025-09-23,North America,SMB,Subscription,Outbound,1,2026-01-17
OPP_000539,ACC_00069,REP_023,Closed-Won,11380.76,2025-09-20,2025-09-09,2025-07-16,North America,SMB,Subscription,Inbound,3,2025-08-20
OPP_000540,ACC_00895,REP_016,Negotiation,12675.71,2025-07-01,,2025-03-21,EMEA,Mid-Market,Subscription,Outbound,0,2025-07-12
OPP_000541,ACC_00425,REP_013,Qualification,2645.83,2024-11-09,,2024-07-11,North America,Mid-Market,Subscription,Partner,0,2024-08-08
OPP_000542,ACC_00612,REP_022,Qualification,5679.51,2024-06-10,,2024-03-17,APAC,Mid-Market,Subscription,Partner,0,2024-07-06
OPP_000543,ACC_00241,REP_022,Closed-Lost,21080.83,2025-04-14,2025-03-01,2025-02-13,North America,Enterprise,Transactional,Partner,0,2025-06-04
OPP_000544,ACC_00710,REP_029,Negotiation,42512.2,2025-12-28,,2025-09-26,EMEA,SMB,Subscription,Inbound,3,2025-12-08
OPP_000545,ACC_00164,REP_010,Negotiation,18207.86,2024-11-16,,2024-08-31,North America,SMB,Advertising,Outbound,0,2024-09-13
OPP_000546,ACC_00814,REP_008,Negotiation,11524.9,2025-12-10,,2025-10-27,EMEA,Mid-Market,Subscription,Marketing,1,2026-01-09
OPP_000547,ACC_00887,REP_001,Closed-Lost,14371.94,2024-08-11,2024-07-16,2024-04-13,North America,SMB,Subscription,Outbound,3,2024-07-31
OPP_000548,ACC_00374,REP_005,Proposal,2500.0,2024-09-09,,2024-07-08,North America,SMB,Transactional,Partner,1,2024-10-27
OPP_000549,ACC_00256,REP_019,Qualification,9275.15,2025-06-09,,2025-03-11,North America,Mid-Market,Usage-Based,Partner,0,2025-05-05
OPP_000550,ACC_00937,REP_025,Proposal,65791.58,2025-04-13,,2024-11-26,EMEA,Enterprise,Usage-Based,Outbound,2,2025-01-23
OPP_000551,ACC_00268,REP_019,Closed-Won,10588.66,2025-07-07,2025-08-15,2025-05-24,North America,SMB,Usage-Based,Inbound,0,2025-07-09
OPP_000552,ACC_00214,REP_030,Prospecting,9515.18,2024-11-02,,2024-08-19,EMEA,Mid-Market,Advertising,Partner,0,2024-09-14
OPP_000553,ACC_00409,REP_019,Qualification,8637.38,2025-07-15,,2025-06-03,North America,SMB,Transactional,Outbound,0,2025-08-20
OPP_000554,ACC_01160,REP_027,Qualification,22882.06,2024-10-04,,2024-07-20,North America,Mid-Market,Subscription,Inbound,2,2024-11-15
OPP_000555,ACC_00556,REP_009,Negotiation,8891.1,2024-06-07,,2024-04-09,LATAM,SMB,Subscription,Inbound,1,2024-05-11
OPP_000556,ACC_00316,REP_010,Negotiation,21229.92,2025-06-04,,2025-01-16,LATAM,SMB,Advertising,Inbound,0,2025-04-27
OPP_000557,ACC_00617,REP_025,Proposal,22442.28,2025-02-06,,2024-12-09,North America,Mid-Market,Subscription,Partner,1,2024-12-21
OPP_000558,ACC_00419,REP_020,Qualification,14964.01,2025-04-23,,2025-01-14,North America,SMB,Usage-Based,Inbound,0,2025-01-21
OPP_000559,ACC_00798,REP_015,Closed-Won,49797.39,2024-02-23,2024-04-04,2024-01-17,North America,SMB,Subscription,Marketing,1,2024-05-04
OPP_000560,ACC_00527,REP_029,Prospecting,100786.34,2024-12-20,,2024-10-02,EMEA,Enterprise,Subscription,Referral,0,2024-10-16
OPP_000561,ACC_00707,REP_023,Closed-Won,93056.16,2024-07-07,2024-08-17,2024-03-01,North America,Mid-Market,Subscription,Referral,0,2024-04-20
OPP_000562,ACC_00524,REP_009,Qualification,8333.89,2025-10-08,,2025-06-23,North America,Mid-Market,Subscription,Inbound,0,2025-10-06
OPP_000563,ACC_00579,REP_019,Closed-Lost,8962.8,2024-04-20,2024-04-18,2024-02-24,North America,Enterprise,Enterprise Services,Outbound,2,2024-04-06
OPP_000564,ACC_00537,REP_012,Proposal,14181.86,2026-02-09,,2025-09-16,EMEA,Mid-Market,Subscription,Marketing,3,2025-10-22
OPP_000565,ACC_00473,REP_013,Negotiation,7162.16,2024-06-11,,2024-02-08,APAC,SMB,Enterprise Services,Partner,0,2024-02-13
OPP_000566,ACC_01157,REP_025,Prospecting,38621.99,2025-04-26,,2025-02-13,North America,SMB,Usage-Based,Inbound,0,2025-05-07
OPP_000567,ACC_00319,REP_021,Qualification,2898.99,2025-01-04,,2024-08-11,North America,SMB,Advertising,Marketing,0,2024-09-19
OPP_000568,ACC_00967,REP_001,Closed-Won,40715.85,2024-04-28,2024-08-10,2024-03-15,North America,Enterprise,Advertising,Partner,1,2024-03-30
OPP_000569,ACC_00852,REP_018,Negotiation,13458.18,2024-10-29,,2024-08-27,North America,SMB,Subscription,Marketing,0,2024-10-23
OPP_000570,ACC_00634,REP_020,Closed-Won,9919.58,2024-06-15,2024-03-13,2024-01-27,North America,SMB,Advertising,Referral,0,2024-02-17
OPP_000571,ACC_00382,REP_016,Negotiation,37112.98,2025-09-05,,2025-04-12,North America,Enterprise,Usage-Based,Referral,0,2025-07-23
OPP_000572,ACC_00581,REP_009,Negotiation,23355.05,2025-12-11,,2025-08-06,North America,Mid-Market,Usage-Based,Outbound,0,2025-11-03
OPP_000573,ACC_01020,REP_020,Closed-Won,26403.73,2024-09-22,2024-12-02,2024-08-09,North America,SMB,Advertising,Inbound,2,2024-12-04
OPP_000574,ACC_00219,REP_029,Proposal,204637.88,2024-12-08,,2024-10-21,EMEA,Enterprise,Subscription,Partner,0,2025-02-15
OPP_000575,ACC_00704,REP_003,Closed-Lost,45526.92,2024-07-17,2024-09-08,2024-04-04,EMEA,Enterprise,Subscription,Partner,0,2024-07-13
OPP_000576,ACC_00918,REP_019,Proposal,3969.19,2024-12-16,,2024-11-19,LATAM,SMB,Transactional,Partner,0,2025-01-18
OPP_000577,ACC_00761,REP_028,Qualification,75700.05,2026-02-21,,2025-09-26,LATAM,Mid-Market,Subscription,Outbound,0,2025-10-17
OPP_000578,ACC_00173,REP_013,Closed-Won,3054.98,2025-05-17,2025-05-28,2024-12-26,North America,SMB,Subscription,Partner,0,2025-01-01
OPP_000579,ACC_00611,REP_011,Prospecting,97790.12,2025-12-12,,2025-08-09,North America,Mid-Market,Transactional,Outbound,0,2025-08-20
OPP_000580,ACC_00220,REP_008,Qualification,34416.74,2025-10-29,,2025-06-06,North America,SMB,Subscription,Referral,1,2025-07-04
OPP_000581,ACC_01115,REP_007,Prospecting,195370.02,2024-05-12,,2024-03-24,North America,Enterprise,Usage-Based,Marketing,0,2024-07-08
OPP_000582,ACC_00423,REP_012,Proposal,17810.69,2024-06-18,,2024-02-05,North America,SMB,Transactional,Outbound,0,2024-03-02
OPP_000583,ACC_00506,REP_024,Negotiation,2500.0,2024-10-23,,2024-08-31,EMEA,Mid-Market,Subscription,Partner,0,2024-09-12
OPP_000584,ACC_01029,REP_006,Prospecting,5772.61,2025-10-26,,2025-09-21,North America,Mid-Market,Advertising,Partner,0,2026-01-11
OPP_000585,ACC_00513,REP_007,Qualification,12198.29,2024-06-15,,2024-04-22,North America,SMB,Subscription,Outbound,0,2024-06-13
OPP_000586,ACC_00233,REP_030,Qualification,22417.67,2024-05-29,,2024-01-30,North America,Enterprise,Usage-Based,Inbound,1,2024-03-20
OPP_000587,ACC_01072,REP_030,Qualification,11905.08,2026-02-23,,2025-10-04,North America,Mid-Market,Subscription,Partner,0,2025-11-09
OPP_000588,ACC_00778,REP_007,Prospecting,16563.74,2024-08-19,,2024-05-12,EMEA,SMB,Advertising,Marketing,1,2024-09-02
OPP_000589,ACC_00726,REP_013,Qualification,7571.82,2024-10-16,,2024-08-26,LATAM,SMB,Subscription,Outbound,0,2024-10-07
OPP_000590,ACC_00091,REP_013,Closed-Won,2652.19,2025-09-12,2025-09-26,2025-06-06,North America,SMB,Subscription,Marketing,0,2025-09-17
OPP_000591,ACC_00539,REP_009,Closed-Won,21759.85,2024-05-31,2024-04-24,2024-03-06,APAC,SMB,Advertising,Referral,0,2024-07-03
OPP_000592,ACC_00552,REP_005,Qualification,15018.92,2024-07-20,,2024-04-24,APAC,SMB,Subscription,Marketing,1,2024-06-17
OPP_000593,ACC_00315,REP_002,Qualification,6996.51,2025-07-05,,2025-05-01,North America,SMB,Transactional,Referral,0,2025-07-24
OPP_000594,ACC_00678,REP_019,Prospecting,33231.92,2024-02-12,,2024-01-05,North America,Mid-Market,Usage-Based,Outbound,1,2024-01-08
OPP_000595,ACC_00295,REP_002,Proposal,48450.54,2025-06-26,,2025-04-21,LATAM,Enterprise,Subscription,Marketing,0,2025-07-24
OPP_000596,ACC_00566,REP_019,Proposal,61781.62,2025-05-13,,2024-12-29,LATAM,Mid-Market,Transactional,Referral,0,2025-04-24
OPP_000597,ACC_00962,REP_003,Closed-Lost,10439.7,2024-08-22,2024-08-26,2024-06-10,LATAM,SMB,Subscription,Partner,0,2024-07-04
OPP_000598,ACC_00883,REP_005,Closed-Won,165574.98,2025-03-09,2025-05-11,2025-02-15,North America,Enterprise,Subscription,Inbound,0,2025-02-17
OPP_000599,ACC_00336,REP_001,Proposal,2505.76,2024-10-06,,2024-08-03,North America,Mid-Market,Subscription,Inbound,0,2024-08-09
OPP_000600,ACC_00250,REP_012,Prospecting,14205.46,2025-12-15,,2025-09-27,LATAM,SMB,Subscription,Outbound,0,2026-01-07
OPP_000601,ACC_00007,REP_010,Negotiation,10961.43,2025-01-10,,2024-10-05,North America,Mid-Market,Transactional,Marketing,0,2024-11-04
OPP_000602,ACC_00415,REP_010,Closed-Lost,3801.35,2025-08-27,2025-10-17,2025-05-16,North America,SMB,Advertising,Outbound,0,2025-07-05
OPP_000603,ACC_00024,REP_010,Prospecting,140330.04,2024-09-11,,2024-06-28,EMEA,Enterprise,Usage-Based,Marketing,1,2024-08-07
OPP_000604,ACC_00154,REP_029,Closed-Won,39699.24,2025-08-19,2025-09-27,2025-07-12,LATAM,Mid-Market,Subscription,Marketing,1,2025-08-17
OPP_000605,ACC_01175,REP_013,Qualification,2500.0,2024-09-27,,2024-07-12,LATAM,Mid-Market,Subscription,Inbound,0,2024-08-01
OPP_000606,ACC_01027,REP_025,Closed-Won,90106.48,2024-12-26,2025-05-06,2024-12-06,EMEA,Enterprise,Advertising,Inbound,0,2025-01-24
OPP_000607,ACC_00672,REP_007,Qualification,29559.13,2025-09-14,,2025-06-21,North America,Mid-Market,Subscription,Partner,0,2025-10-09
OPP_000608,ACC_00930,REP_015,Negotiation,7918.27,2025-11-28,,2025-09-12,North America,Mid-Market,Enterprise Services,Inbound,0,2025-10-25
OPP_000609,ACC_00587,REP_002,Qualification,3892.7,2025-07-23,,2025-05-18,North America,SMB,Subscription,Referral,0,2025-08-22
OPP_000610,ACC_00722,REP_008,Negotiation,2500.0,2025-07-07,,2025-03-23,North America,SMB,Subscription,Marketing,0,2025-06-14
OPP_000611,ACC_01102,REP_003,Negotiation,6403.7,2025-08-05,,2025-04-09,North America,SMB,Subscription,Outbound,0,2025-07-13
OPP_000612,ACC_00095,REP_001,Negotiation,7515.14,2024-11-22,,2024-09-29,EMEA,SMB,Enterprise Services,Partner,0,2024-12-07
OPP_000613,ACC_00423,REP_006,Closed-Won,19913.63,2025-06-29,2025-09-24,2025-04-05,North America,SMB,Transactional,Marketing,0,2025-05-20
OPP_000614,ACC_00143,REP_005,Prospecting,57678.06,2025-04-16,,2025-01-20,EMEA,Enterprise,Subscription,Marketing,0,2025-02-20
OPP_000615,ACC_00954,REP_010,Closed-Won,3109.62,2025-03-11,2025-01-17,2024-12-15,APAC,SMB,Advertising,Outbound,0,2025-01-18
OPP_000616,ACC_00988,REP_023,Qualification,11396.22,2024-10-08,,2024-07-28,APAC,SMB,Subscription,Referral,0,2024-09-29
OPP_000617,ACC_00867,REP_005,Closed-Won,34173.52,2024-10-09,2025-02-08,2024-08-23,North America,Enterprise,Advertising,Outbound,1,2024-10-11
OPP_000618,ACC_00731,REP_019,Prospecting,3523.95,2024-05-04,,2024-03-23,North America,SMB,Usage-Based,Inbound,0,2024-05-11
OPP_000619,ACC_00573,REP_011,Proposal,3329.22,2025-05-21,,2025-04-27,North America,Mid-Market,Transactional,Partner,0,2025-06-10
OPP_000620,ACC_00029,REP_013,Proposal,16763.62,2024-02-10,,2024-01-15,APAC,SMB,Enterprise Services,Marketing,1,2024-05-04
OPP_000621,ACC_00930,REP_028,Closed-Lost,25499.07,2024-07-21,2024-07-04,2024-03-18,North America,Mid-Market,Enterprise Services,Referral,0,2024-06-03
OPP_000622,ACC_01073,REP_014,Negotiation,15661.05,2024-08-13,,2024-07-15,North America,SMB,Subscription,Inbound,0,2024-10-30
OPP_000623,ACC_01159,REP_008,Prospecting,4332.58,2024-08-13,,2024-04-04,EMEA,SMB,Subscription,Outbound,1,2024-07-24
