lead_id,account_id,lead_source,campaign,channel,created_at,lifecycle_stage,company_size,segment
LEAD_000656,ACC_00958,Organic,Product Blog,Organic,2025-07-17,MQL,100-999,Mid-Market
LEAD_000657,ACC_00425,Organic,Product Blog,Organic,2025-06-07,Lead,100-999,Mid-Market
LEAD_000658,ACC_00612,Organic,SEO,Organic,2024-10-06,SQL,100-999,Mid-Market
LEAD_000659,ACC_00540,Partner,Reseller,Partner,2025-10-20,Converted,1000+,Enterprise
LEAD_000660,ACC_00343,Referral,Customer Referral,Referral,2024-05-05,Lead,100-999,Mid-Market
LEAD_000661,ACC_00202,Events,Industry Conference,Events,2025-05-26,Converted,1000+,Enterprise
LEAD_000662,ACC_01145,Organic,Product Blog,Organic,2024-03-22,Lead,1-99,SMB
LEAD_000663,ACC_00144,Paid Search,Search - Nonbrand,Paid Search,2025-07-13,MQL,100-999,Mid-Market
LEAD_000664,ACC_01133,Organic,SEO,Organic,2024-03-04,MQL,1-99,SMB
LEAD_000665,ACC_00136,Referral,Employee Referral,Referral,2024-06-07,Lead,1-99,SMB
LEAD_000666,ACC_00115,Paid Search,Search - Brand,Paid Search,2024-10-13,Lead,1-99,SMB
LEAD_000667,ACC_01084,Organic,SEO,Organic,2025-05-22,MQL,1000+,Enterprise
LEAD_000668,ACC_01136,Partner,Reseller,Partner,2024-02-03,MQL,1-99,SMB
LEAD_000669,ACC_01075,Partner,Reseller,Partner,2024-07-07,MQL,1000+,Enterprise
LEAD_000670,ACC_00931,Paid Search,Search - Nonbrand,Paid Search,2024-08-31,Converted,1-99,SMB
LEAD_000671,ACC_00592,Outbound,SDR Outbound,Outbound,2025-06-18,Lead,1-99,SMB
LEAD_000672,ACC_00128,Organic,Content Hub,Organic,2025-12-03,Converted,1-99,SMB
LEAD_000673,ACC_00710,Organic,Content Hub,Organic,2025-03-24,Lead,1-99,SMB
LEAD_000674,ACC_00624,Organic,Content Hub,Organic,2025-01-05,MQL,1-99,SMB
LEAD_000675,ACC_00883,Paid Search,Search - Nonbrand,Paid Search,2024-09-02,Lead,1000+,Enterprise
LEAD_000676,ACC_00042,Referral,Employee Referral,Referral,2025-08-24,Lead,1000+,Enterprise
LEAD_000677,ACC_00093,Partner,Reseller,Partner,2024-03-19,Lead,1-99,SMB
LEAD_000678,ACC_00707,Outbound,Named Account Outreach,Outbound,2024-04-04,MQL,100-999,Mid-Market
LEAD_000679,ACC_01027,Paid Search,Search - Brand,Paid Search,2024-05-27,Lead,1000+,Enterprise
LEAD_000680,ACC_01120,Outbound,Named Account Outreach,Outbound,2024-07-14,MQL,1000+,Enterprise
LEAD_000681,ACC_00683,Referral,Customer Referral,Referral,2024-12-03,Converted,1-99,SMB
LEAD_000682,ACC_00442,Paid Search,Search - Competitor,Paid Search,2025-11-22,Lead,1-99,SMB
LEAD_000683,ACC_00567,Referral,Customer Referral,Referral,2025-04-20,Lead,100-999,Mid-Market
LEAD_000684,ACC_00611,Partner,Reseller,Partner,2024-10-07,Lead,100-999,Mid-Market
LEAD_000685,ACC_00743,Outbound,SDR Outbound,Outbound,2024-06-03,Lead,1000+,Enterprise
LEAD_000686,ACC_00274,Paid Search,Search - Competitor,Paid Search,2025-04-18,MQL,100-999,Mid-Market
LEAD_000687,ACC_00467,Partner,Cloud Partner,Partner,2024-07-04,SQL,100-999,Mid-Market
LEAD_000688,ACC_00650,Paid Social,Paid Social Retargeting,Paid Social,2025-12-14,Lead,1-99,SMB
LEAD_000689,ACC_01021,Referral,Customer Referral,Referral,2024-12-15,Lead,1000+,Enterprise
LEAD_000690,ACC_00964,Referral,Customer Referral,Referral,2025-02-06,MQL,1-99,SMB
LEAD_000691,ACC_00905,Paid Search,Search - Brand,Paid Search,2025-10-22,MQL,1000+,Enterprise
LEAD_000692,ACC_00259,Referral,Customer Referral,Referral,2024-08-11,MQL,1-99,SMB
LEAD_000693,ACC_00488,Referral,Customer Referral,Referral,2024-12-10,Converted,1-99,SMB
LEAD_000694,ACC_00665,Partner,Technology Partner,Partner,2025-01-23,Lead,1-99,SMB
LEAD_000695,ACC_01162,Organic,SEO,Organic,2024-07-17,MQL,100-999,Mid-Market
LEAD_000696,ACC_00426,Organic,SEO,Organic,2024-02-09,SQL,100-999,Mid-Market
LEAD_000697,ACC_01103,Organic,SEO,Organic,2024-07-26,MQL,100-999,Mid-Market
LEAD_000698,ACC_00898,Organic,Content Hub,Organic,2024-03-23,SQL,1-99,SMB
LEAD_000699,ACC_00761,Referral,Customer Referral,Referral,2025-05-08,SQL,100-999,Mid-Market
LEAD_000700,ACC_00843,Organic,Product Blog,Organic,2024-01-06,MQL,100-999,Mid-Market
LEAD_000701,ACC_00952,Outbound,SDR Outbound,Outbound,2024-08-19,MQL,1-99,SMB
LEAD_000702,ACC_00839,Partner,Reseller,Partner,2025-10-08,MQL,1-99,SMB
LEAD_000703,ACC_00808,Partner,Technology Partner,Partner,2025-02-19,MQL,1-99,SMB
LEAD_000704,ACC_00454,Organic,Content Hub,Organic,2025-05-05,MQL,1-99,SMB
LEAD_000705,ACC_00514,Partner,Reseller,Partner,2025-05-03,Lead,1-99,SMB
LEAD_000706,ACC_00720,Partner,Cloud Partner,Partner,2024-08-06,Converted,1000+,Enterprise
LEAD_000707,ACC_01013,Partner,Technology Partner,Partner,2025-04-07,Lead,1-99,SMB
LEAD_000708,ACC_00782,Organic,Product Blog,Organic,2024-06-10,MQL,1000+,Enterprise
LEAD_000709,ACC_01186,Outbound,SDR Outbound,Outbound,2025-04-09,Lead,1000+,Enterprise
LEAD_000710,ACC_00817,Organic,SEO,Organic,2025-05-14,MQL,1000+,Enterprise
LEAD_000711,ACC_00490,Partner,Reseller,Partner,2025-10-02,MQL,100-999,Mid-Market
LEAD_000712,ACC_00691,Paid Social,LinkedIn ABM,Paid Social,2025-11-03,Lead,1-99,SMB
LEAD_000713,ACC_00748,Paid Search,Search - Competitor,Paid Search,2024-01-18,MQL,1-99,SMB
LEAD_000714,ACC_01041,Events,Industry Conference,Events,2024-08-06,MQL,1-99,SMB
LEAD_000715,ACC_00308,Organic,Content Hub,Organic,2025-02-03,Lead,100-999,Mid-Market
LEAD_000716,ACC_00299,Referral,Employee Referral,Referral,2024-08-23,Lead,100-999,Mid-Market
LEAD_000717,ACC_00243,Referral,Employee Referral,Referral,2025-03-28,MQL,1-99,SMB
LEAD_000718,ACC_00067,Paid Search,Search - Competitor,Paid Search,2025-09-16,SQL,100-999,Mid-Market
LEAD_000719,ACC_00811,Paid Search,Search - Brand,Paid Search,2024-07-07,Lead,1-99,SMB
LEAD_000720,ACC_01156,Organic,SEO,Organic,2025-10-15,Lead,1-99,SMB
LEAD_000721,ACC_00737,Referral,Customer Referral,Referral,2025-10-06,Lead,1-99,SMB
LEAD_000722,ACC_00073,Partner,Cloud Partner,Partner,2025-10-30,MQL,1000+,Enterprise
LEAD_000723,ACC_00438,Organic,Product Blog,Organic,2024-02-23,Lead,100-999,Mid-Market
LEAD_000724,ACC_01084,Paid Social,LinkedIn Demand Gen,Paid Social,2024-08-02,Converted,1000+,Enterprise
LEAD_000725,ACC_00063,Organic,Product Blog,Organic,2024-03-31,Lead,100-999,Mid-Market
LEAD_000726,ACC_00735,Partner,Technology Partner,Partner,2024-03-28,Lead,1-99,SMB
LEAD_000727,ACC_00529,Paid Social,LinkedIn ABM,Paid Social,2024-02-08,SQL,100-999,Mid-Market
LEAD_000728,ACC_01103,Organic,Product Blog,Organic,2024-11-17,MQL,100-999,Mid-Market
LEAD_000729,ACC_00616,Events,Industry Conference,Events,2024-03-04,Lead,100-999,Mid-Market
LEAD_000730,ACC_00678,Paid Search,Search - Nonbrand,Paid Search,2024-08-04,MQL,100-999,Mid-Market
LEAD_000731,ACC_00867,Partner,Technology Partner,Partner,2025-12-18,Converted,1000+,Enterprise
LEAD_000732,ACC_00986,Partner,Reseller,Partner,2025-10-08,Lead,1000+,Enterprise
LEAD_000733,ACC_00619,Referral,Employee Referral,Referral,2025-11-16,Lead,1-99,SMB
LEAD_000734,ACC_00866,Paid Social,LinkedIn ABM,Paid Social,2024-01-27,SQL,1000+,Enterprise
LEAD_000735,ACC_00967,Referral,Employee Referral,Referral,2025-04-28,SQL,1000+,Enterprise
LEAD_000736,ACC_00631,Paid Search,Search - Brand,Paid Search,2025-04-08,Converted,1000+,Enterprise
LEAD_000737,ACC_00860,Events,Webinar,Events,2024-04-07,Lead,100-999,Mid-Market
LEAD_000738,,Paid Search,Search - Nonbrand,Paid Search,2025-10-24,Converted,1-99,SMB
LEAD_000739,ACC_00427,Outbound,SDR Outbound,Outbound,2024-10-22,Lead,1-99,SMB
LEAD_000740,ACC_00004,Organic,Content Hub,Organic,2025-12-14,MQL,100-999,Mid-Market
LEAD_000741,ACC_00804,Referral,Employee Referral,Referral,2024-03-24,SQL,100-999,Mid-Market
LEAD_000742,ACC_00302,Referral,Employee Referral,Referral,2025-04-20,Lead,1-99,SMB
LEAD_000743,ACC_00977,Paid Social,Paid Social Retargeting,Paid Social,2024-04-05,Lead,1-99,SMB
LEAD_000744,ACC_01143,Paid Social,LinkedIn ABM,Paid Social,2025-11-25,SQL,1000+,Enterprise
LEAD_000745,ACC_01052,Partner,Reseller,Partner,2025-03-20,SQL,1-99,SMB
LEAD_000746,ACC_00331,Paid Search,Search - Brand,Paid Search,2024-02-25,Lead,100-999,Mid-Market
LEAD_000747,ACC_00783,Outbound,Named Account Outreach,Outbound,2024-06-06,SQL,1-99,SMB
LEAD_000748,ACC_00903,Outbound,Named Account Outreach,Outbound,2024-09-19,Lead,1-99,SMB
LEAD_000749,ACC_00608,Paid Social,LinkedIn Demand Gen,Paid Social,2024-01-10,Lead,1-99,SMB
LEAD_000750,ACC_00611,Organic,Content Hub,Organic,2024-01-07,Lead,100-999,Mid-Market
LEAD_000751,ACC_00526,Referral,Employee Referral,Referral,2025-11-07,Converted,1-99,SMB
LEAD_000752,ACC_00371,Organic,Content Hub,Organic,2025-12-18,Lead,100-999,Mid-Market
LEAD_000753,ACC_00688,Partner,Cloud Partner,Partner,2025-01-26,MQL,1000+,Enterprise
LEAD_000754,ACC_01190,Organic,SEO,Organic,2025-10-21,Lead,100-999,Mid-Market
LEAD_000755,ACC_00263,Organic,Content Hub,Organic,2025-04-23,Converted,1-99,SMB
LEAD_000756,ACC_00057,Organic,Content Hub,Organic,2024-01-21,SQL,1-99,SMB
LEAD_000757,ACC_00068,Paid Search,Search - Brand,Paid Search,2025-06-06,Lead,1-99,SMB
LEAD_000758,ACC_00699,Partner,Reseller,Partner,2024-01-14,Lead,100-999,Mid-Market
LEAD_000759,ACC_00324,Paid Social,Paid Social Retargeting,Paid Social,2025-08-19,Lead,100-999,Mid-Market
LEAD_000760,ACC_00554,Outbound,Named Account Outreach,Outbound,2024-09-25,Lead,1000+,Enterprise
LEAD_000761,ACC_01141,Outbound,Named Account Outreach,Outbound,2024-04-13,SQL,1-99,SMB
LEAD_000762,ACC_00092,Organic,SEO,Organic,2024-07-07,MQL,100-999,Mid-Market
LEAD_000763,ACC_00210,Organic,Content Hub,Organic,2025-05-14,Lead,100-999,Mid-Market
LEAD_000764,ACC_00257,Partner,Reseller,Partner,2025-09-11,MQL,100-999,Mid-Market
LEAD_000765,ACC_00549,Partner,Cloud Partner,Partner,2025-02-21,MQL,100-999,Mid-Market
LEAD_000766,ACC_00834,Partner,Reseller,Partner,2024-04-27,Lead,100-999,Mid-Market
LEAD_000767,ACC_00220,Paid Search,Search - Brand,Paid Search,2025-10-20,Lead,1-99,SMB
LEAD_000768,ACC_00130,Events,Webinar,Events,2025-07-31,Lead,100-999,Mid-Market
LEAD_000769,ACC_00103,Organic,Content Hub,Organic,2024-10-26,MQL,1-99,SMB
LEAD_000770,ACC_00962,Partner,Reseller,Partner,2025-02-09,Lead,1-99,SMB
LEAD_000771,ACC_00036,Organic,Content Hub,Organic,2025-12-05,MQL,1-99,SMB
LEAD_000772,ACC_00751,Partner,Technology Partner,Partner,2024-10-02,Lead,1-99,SMB
LEAD_000773,ACC_00694,Paid Social,Paid Social Retargeting,Paid Social,2024-01-19,MQL,1-99,SMB
LEAD_000774,ACC_00122,Outbound,Named Account Outreach,Outbound,2024-04-16,Lead,100-999,Mid-Market
LEAD_000775,ACC_00664,Organic,Product Blog,Organic,2025-03-14,MQL,1-99,SMB
LEAD_000776,ACC_00345,Partner,Cloud Partner,Partner,2025-12-30,Lead,100-999,Mid-Market
LEAD_000777,ACC_00618,Organic,Product Blog,Organic,2025-06-24,Lead,1-99,SMB
LEAD_000778,ACC_00165,Outbound,SDR Outbound,Outbound,2025-03-27,Lead,100-999,Mid-Market
LEAD_000779,ACC_00802,Organic,SEO,Organic,2024-08-24,MQL,1-99,SMB
LEAD_000780,ACC_00958,Organic,SEO,Organic,2024-11-17,SQL,100-999,Mid-Market
LEAD_000781,ACC_00004,Outbound,Named Account Outreach,Outbound,2024-01-29,Lead,100-999,Mid-Market
LEAD_000782,ACC_00640,Organic,Content Hub,Organic,2024-09-28,Converted,1000+,Enterprise
LEAD_000783,ACC_00777,Paid Search,Search - Competitor,Paid Search,2025-03-31,MQL,100-999,Mid-Market
LEAD_000784,ACC_00004,Events,Industry Conference,Events,2025-10-24,MQL,100-999,Mid-Market
LEAD_000785,ACC_00869,Events,Executive Roundtable,Events,2025-11-05,MQL,1-99,SMB
LEAD_000786,ACC_00652,Events,Webinar,Events,2025-08-23,Lead,1000+,Enterprise
LEAD_000787,ACC_00368,Paid Search,Search - Competitor,Paid Search,2024-01-16,MQL,100-999,Mid-Market
LEAD_000788,ACC_00580,Paid Social,Paid Social Retargeting,Paid Social,2025-08-15,SQL,1-99,SMB
LEAD_000789,ACC_00819,Outbound,Named Account Outreach,Outbound,2024-06-08,SQL,100-999,Mid-Market
LEAD_000790,ACC_00772,Organic,Content Hub,Organic,2025-03-26,Lead,100-999,Mid-Market
LEAD_000791,ACC_00932,Outbound,SDR Outbound,Outbound,2025-11-22,MQL,1-99,SMB
LEAD_000792,ACC_00042,Organic,SEO,Organic,2025-10-11,Lead,1000+,Enterprise
LEAD_000793,ACC_00945,Referral,Employee Referral,Referral,2025-04-30,MQL,1-99,SMB
LEAD_000794,ACC_00043,Partner,Cloud Partner,Partner,2024-08-06,Lead,100-999,Mid-Market
LEAD_000795,ACC_00781,Paid Social,LinkedIn Demand Gen,Paid Social,2025-01-15,Lead,1-99,SMB
LEAD_000796,ACC_00420,Paid Social,Paid Social Retargeting,Paid Social,2025-05-29,MQL,1000+,Enterprise
LEAD_000797,ACC_00077,Organic,SEO,Organic,2025-01-10,SQL,1-99,SMB
LEAD_000798,ACC_00827,Paid Search,Search - Nonbrand,Paid Search,2024-10-22,Lead,100-999,Mid-Market
LEAD_000799,ACC_00664,Outbound,Named Account Outreach,Outbound,2024-10-21,MQL,1-99,SMB
LEAD_000800,ACC_00800,Partner,Reseller,Partner,2025-03-14,MQL,100-999,Mid-Market
LEAD_000801,ACC_00452,Paid Social,Paid Social Retargeting,Paid Social,2024-01-27,Converted,1000+,Enterprise
LEAD_000802,ACC_00334,Organic,Product Blog,Organic,2025-12-30,MQL,1000+,Enterprise
LEAD_000803,ACC_00750,Outbound,Named Account Outreach,Outbound,2024-03-15,MQL,1000+,Enterprise
LEAD_000804,ACC_00260,Paid Search,Search - Nonbrand,Paid Search,2025-12-20,Lead,100-999,Mid-Market
LEAD_000805,ACC_00975,Organic,Product Blog,Organic,2024-01-26,MQL,1-99,SMB
LEAD_000806,ACC_00820,Referral,Employee Referral,Referral,2025-01-09,Lead,1-99,SMB
LEAD_000807,ACC_01200,Paid Social,LinkedIn Demand Gen,Paid Social,2024-11-01,Converted,100-999,Mid-Market
LEAD_000808,ACC_00033,Paid Social,Paid Social Retargeting,Paid Social,2025-02-23,Converted,1-99,SMB
LEAD_000809,ACC_00703,Referral,Employee Referral,Referral,2024-11-12,Converted,1-99,SMB
LEAD_000810,ACC_00669,Paid Search,Search - Nonbrand,Paid Search,2025-10-17,Lead,1-99,SMB
LEAD_000811,ACC_01030,Referral,Employee Referral,Referral,2024-01-13,MQL,1-99,SMB
LEAD_000812,ACC_00509,Outbound,Named Account Outreach,Outbound,2025-12-21,MQL,100-999,Mid-Market
LEAD_000813,ACC_01124,Partner,Cloud Partner,Partner,2025-05-18,Lead,1-99,SMB
LEAD_000814,ACC_00287,Paid Search,Search - Brand,Paid Search,2025-07-23,Lead,1-99,SMB
LEAD_000815,ACC_01026,Organic,Product Blog,Organic,2024-04-12,Lead,1-99,SMB
LEAD_000816,ACC_00625,Paid Social,LinkedIn ABM,Paid Social,2024-02-17,MQL,1000+,Enterprise
LEAD_000817,ACC_01133,Organic,Content Hub,Organic,2024-10-17,Converted,1-99,SMB
LEAD_000818,ACC_00261,Organic,SEO,Organic,2024-08-23,SQL,1-99,SMB
LEAD_000819,ACC_00313,Partner,Technology Partner,Partner,2025-07-26,Lead,1-99,SMB
LEAD_000820,ACC_00678,Outbound,SDR Outbound,Outbound,2025-10-17,MQL,100-999,Mid-Market
LEAD_000821,ACC_00663,Organic,SEO,Organic,2024-11-08,Lead,1-99,SMB
LEAD_000822,ACC_00179,Outbound,SDR Outbound,Outbound,2025-07-15,Lead,1000+,Enterprise
LEAD_000823,ACC_00782,Referral,Employee Referral,Referral,2024-02-13,Lead,1000+,Enterprise
LEAD_000824,ACC_00487,Outbound,Named Account Outreach,Outbound,2025-06-26,MQL,1-99,SMB
LEAD_000825,ACC_00182,Outbound,Named Account Outreach,Outbound,2024-03-13,MQL,1000+,Enterprise
LEAD_000826,ACC_00613,Outbound,SDR Outbound,Outbound,2025-05-03,SQL,1000+,Enterprise
LEAD_000827,ACC_00838,Paid Search,Search - Brand,Paid Search,2024-10-06,SQL,1000+,Enterprise
LEAD_000828,ACC_00039,Paid Search,Search - Nonbrand,Paid Search,2024-10-30,Lead,1-99,SMB
LEAD_000829,ACC_01105,Referral,Customer Referral,Referral,2024-07-21,SQL,1-99,SMB
LEAD_000830,ACC_00733,Outbound,Named Account Outreach,Outbound,2024-10-21,Lead,1-99,SMB
LEAD_000831,ACC_00313,Outbound,SDR Outbound,Outbound,2025-10-01,Lead,1-99,SMB
LEAD_000832,ACC_00901,Referral,Employee Referral,Referral,2025-08-14,MQL,1-99,SMB
LEAD_000833,ACC_01013,Paid Search,Search - Brand,Paid Search,2024-09-05,Lead,1-99,SMB
LEAD_000834,ACC_01148,Paid Search,Search - Competitor,Paid Search,2024-08-02,Lead,100-999,Mid-Market
LEAD_000835,ACC_00949,Partner,Technology Partner,Partner,2025-01-07,MQL,1000+,Enterprise
LEAD_000836,ACC_00244,Organic,SEO,Organic,2025-05-15,Lead,100-999,Mid-Market
LEAD_000837,ACC_00197,Partner,Reseller,Partner,2024-05-13,Converted,100-999,Mid-Market
LEAD_000838,ACC_00251,Events,Industry Conference,Events,2025-06-14,Lead,100-999,Mid-Market
LEAD_000839,ACC_01051,Partner,Cloud Partner,Partner,2025-11-24,MQL,100-999,Mid-Market
LEAD_000840,ACC_00366,Paid Search,Search - Competitor,Paid Search,2025-09-09,Converted,1-99,SMB
LEAD_000841,ACC_00397,Outbound,Named Account Outreach,Outbound,2025-02-04,SQL,1000+,Enterprise
LEAD_000842,ACC_01069,Organic,Product Blog,Organic,2024-08-21,Lead,1-99,SMB
LEAD_000843,ACC_00246,Referral,Customer Referral,Referral,2024-08-24,Converted,1000+,Enterprise
LEAD_000844,ACC_00489,Organic,Product Blog,Organic,2025-06-26,Lead,100-999,Mid-Market
LEAD_000845,ACC_00356,Events,Webinar,Events,2024-11-28,Lead,100-999,Mid-Market
LEAD_000846,ACC_00363,Paid Social,LinkedIn ABM,Paid Social,2024-03-18,MQL,1-99,SMB
LEAD_000847,ACC_00715,Paid Social,LinkedIn ABM,Paid Social,2025-05-10,Lead,100-999,Mid-Market
LEAD_000848,ACC_00890,Paid Social,Paid Social Retargeting,Paid Social,2024-04-10,SQL,100-999,Mid-Market
LEAD_000849,ACC_00319,Organic,Content Hub,Organic,2025-12-22,Lead,1-99,SMB
LEAD_000850,ACC_00046,Paid Social,LinkedIn Demand Gen,Paid Social,2024-11-01,MQL,100-999,Mid-Market
LEAD_000851,ACC_00768,Events,Webinar,Events,2024-09-07,MQL,1-99,SMB
LEAD_000852,ACC_00659,Events,Webinar,Events,2024-02-10,Converted,100-999,Mid-Market
LEAD_000853,ACC_00791,Organic,Content Hub,Organic,2024-05-02,Lead,1-99,SMB
LEAD_000854,ACC_00541,Outbound,SDR Outbound,Outbound,2025-11-23,Lead,1000+,Enterprise
LEAD_000855,ACC_00933,Events,Industry Conference,Events,2025-01-27,Converted,1-99,SMB
LEAD_000856,ACC_00750,Events,Webinar,Events,2025-10-21,SQL,1000+,Enterprise
LEAD_000857,ACC_00910,Paid Social,LinkedIn Demand Gen,Paid Social,2025-11-29,Lead,1-99,SMB
LEAD_000858,ACC_00878,Organic,SEO,Organic,2024-02-05,Lead,1-99,SMB
LEAD_000859,ACC_00597,Referral,Customer Referral,Referral,2024-10-05,SQL,100-999,Mid-Market
LEAD_000860,ACC_00390,Paid Search,Search - Nonbrand,Paid Search,2025-09-04,MQL,1000+,Enterprise
LEAD_000861,ACC_00699,Paid Search,Search - Nonbrand,Paid Search,2024-12-28,MQL,100-999,Mid-Market
LEAD_000862,ACC_00764,Outbound,SDR Outbound,Outbound,2025-01-06,SQL,1-99,SMB
LEAD_000863,ACC_00686,Paid Search,Search - Competitor,Paid Search,2025-02-20,Lead,1-99,SMB
LEAD_000864,ACC_00630,Events,Executive Roundtable,Events,2025-05-28,Lead,100-999,Mid-Market
LEAD_000865,ACC_00412,Organic,Product Blog,Organic,2025-11-17,MQL,100-999,Mid-Market
LEAD_000866,ACC_00161,Outbound,SDR Outbound,Outbound,2025-10-10,SQL,1-99,SMB
LEAD_000867,ACC_00514,Referral,Customer Referral,Referral,2025-04-01,Lead,1-99,SMB
LEAD_000868,ACC_01059,Referral,Customer Referral,Referral,2025-02-25,MQL,100-999,Mid-Market
LEAD_000869,ACC_00861,Referral,Employee Referral,Referral,2024-09-20,Lead,100-999,Mid-Market
LEAD_000870,ACC_00906,Events,Industry Conference,Events,2024-03-26,Lead,100-999,Mid-Market
LEAD_000871,ACC_00885,Paid Search,Search - Brand,Paid Search,2025-06-02,Converted,1-99,SMB
LEAD_000872,ACC_01106,Referral,Customer Referral,Referral,2024-01-02,Lead,100-999,Mid-Market
LEAD_000873,ACC_00272,Referral,Employee Referral,Referral,2025-05-25,Lead,1-99,SMB
LEAD_000874,ACC_00865,Paid Social,Paid Social Retargeting,Paid Social,2024-12-29,SQL,1-99,SMB
LEAD_000875,ACC_00084,Paid Social,Paid Social Retargeting,Paid Social,2025-07-28,Lead,1-99,SMB
LEAD_000876,ACC_00294,Organic,Product Blog,Organic,2025-11-24,Lead,1-99,SMB
LEAD_000877,ACC_00036,Partner,Cloud Partner,Partner,2025-02-08,SQL,1-99,SMB
LEAD_000878,ACC_00517,Outbound,Named Account Outreach,Outbound,2025-02-22,Lead,1-99,SMB
LEAD_000879,ACC_00169,Paid Social,LinkedIn Demand Gen,Paid Social,2024-12-22,MQL,1-99,SMB
LEAD_000880,ACC_00465,Paid Social,LinkedIn Demand Gen,Paid Social,2024-09-29,Lead,100-999,Mid-Market
LEAD_000881,ACC_00162,Partner,Reseller,Partner,2024-03-05,Lead,1000+,Enterprise
LEAD_000882,ACC_00043,Organic,Product Blog,Organic,2024-01-23,MQL,100-999,Mid-Market
LEAD_000883,ACC_00574,Referral,Employee Referral,Referral,2025-06-12,Lead,100-999,Mid-Market
LEAD_000884,ACC_00493,Paid Search,Search - Nonbrand,Paid Search,2025-10-30,SQL,100-999,Mid-Market
LEAD_000885,ACC_00501,Organic,Product Blog,Organic,2024-02-09,Converted,100-999,Mid-Market
LEAD_000886,ACC_00415,Organic,Product Blog,Organic,2024-08-27,SQL,1-99,SMB
LEAD_000887,ACC_00492,Events,Industry Conference,Events,2025-03-20,Lead,100-999,Mid-Market
LEAD_000888,ACC_00005,Events,Executive Roundtable,Events,2025-05-30,Lead,1-99,SMB
LEAD_000889,ACC_00574,Organic,Product Blog,Organic,2025-06-21,Converted,100-999,Mid-Market
LEAD_000890,ACC_01017,Organic,SEO,Organic,2025-05-22,MQL,100-999,Mid-Market
LEAD_000891,ACC_00168,Paid Social,LinkedIn ABM,Paid Social,2024-03-02,MQL,100-999,Mid-Market
LEAD_000892,ACC_00173,Organic,Product Blog,Organic,2024-07-04,SQL,1-99,SMB
LEAD_000893,ACC_00937,Outbound,SDR Outbound,Outbound,2024-12-09,MQL,1000+,Enterprise
LEAD_000894,ACC_00602,Organic,Content Hub,Organic,2024-02-16,Lead,100-999,Mid-Market
LEAD_000895,ACC_00309,Partner,Technology Partner,Partner,2024-09-07,MQL,1-99,SMB
LEAD_000896,ACC_00942,Paid Search,Search - Brand,Paid Search,2024-10-08,MQL,1000+,Enterprise
LEAD_000897,ACC_00390,Paid Social,LinkedIn ABM,Paid Social,2025-12-15,Lead,1000+,Enterprise
LEAD_000898,ACC_00726,Paid Social,LinkedIn ABM,Paid Social,2024-08-19,MQL,1-99,SMB
LEAD_000899,ACC_00668,Organic,SEO,Organic,2025-12-11,SQL,1000+,Enterprise
LEAD_000900,ACC_00204,Paid Search,Search - Competitor,Paid Search,2025-05-26,Lead,1-99,SMB
LEAD_000901,ACC_00907,Organic,SEO,Organic,2025-05-21,Lead,100-999,Mid-Market
LEAD_000902,ACC_00742,Organic,SEO,Organic,2025-08-22,SQL,1-99,SMB
LEAD_000903,ACC_00251,Referral,Customer Referral,Referral,2025-09-07,SQL,100-999,Mid-Market
LEAD_000904,ACC_00910,Paid Search,Search - Nonbrand,Paid Search,2024-06-11,Converted,1-99,SMB
LEAD_000905,ACC_00745,Paid Search,Search - Nonbrand,Paid Search,2024-11-03,Lead,100-999,Mid-Market
LEAD_000906,ACC_01026,Organic,Product Blog,Organic,2025-01-21,SQL,1-99,SMB
LEAD_000907,ACC_00985,Outbound,Named Account Outreach,Outbound,2025-12-15,SQL,1-99,SMB
LEAD_000908,ACC_00383,Referral,Employee Referral,Referral,2024-01-30,MQL,100-999,Mid-Market
LEAD_000909,ACC_01125,Outbound,SDR Outbound,Outbound,2024-12-14,Lead,1-99,SMB
LEAD_000910,ACC_00041,Partner,Cloud Partner,Partner,2024-06-05,Lead,1-99,SMB
LEAD_000911,ACC_00401,Events,Webinar,Events,2024-05-31,MQL,1-99,SMB
LEAD_000912,ACC_00730,Paid Social,Paid Social Retargeting,Paid Social,2025-07-10,Lead,100-999,Mid-Market
LEAD_000913,ACC_00642,Events,Webinar,Events,2024-05-27,Lead,100-999,Mid-Market
LEAD_000914,ACC_00271,Events,Executive Roundtable,Events,2025-08-02,Converted,1-99,SMB
LEAD_000915,ACC_00240,Organic,Content Hub,Organic,2025-12-27,Lead,1-99,SMB
LEAD_000916,ACC_00938,Paid Social,LinkedIn ABM,Paid Social,2025-07-21,Converted,1-99,SMB
LEAD_000917,ACC_01052,Paid Search,Search - Competitor,Paid Search,2024-05-04,MQL,1-99,SMB
LEAD_000918,ACC_00816,Organic,SEO,Organic,2024-04-14,SQL,1000+,Enterprise
LEAD_000919,ACC_00637,Events,Webinar,Events,2024-11-15,Lead,100-999,Mid-Market
LEAD_000920,ACC_00928,Organic,Product Blog,Organic,2025-02-06,MQL,1000+,Enterprise
LEAD_000921,ACC_00289,Outbound,SDR Outbound,Outbound,2025-07-22,MQL,100-999,Mid-Market
LEAD_000922,ACC_01162,Referral,Employee Referral,Referral,2024-11-04,Converted,100-999,Mid-Market
LEAD_000923,ACC_00150,Paid Social,LinkedIn ABM,Paid Social,2024-05-02,Lead,1-99,SMB
