account_id,account_name,company_size,segment,industry,sales_region,revenue_model,account_created_at,account_status
ACC_00265,Apex Group 0265,1000+,Enterprise,Financial Services,LATAM,Subscription,2024-06-06,Customer
ACC_00266,Northstar Labs 0266,1-99,SMB,Software,North America,Usage-Based,2025-01-27,Churned
ACC_00267,Atlas Labs 0267,1-99,SMB,Professional Services,EMEA,Subscription,2024-06-24,Customer
ACC_00268,Harbor Partners 0268,1-99,SMB,Retail,North America,Usage-Based,2025-12-06,Churned
ACC_00269,Pioneer Solutions 0269,1-99,SMB,Software,North America,Subscription,2024-02-26,Prospect
ACC_00270,Pioneer Systems 0270,1-99,SMB,Professional Services,North America,Subscription,2025-12-05,Customer
ACC_00271,Harbor Solutions 0271,1-99,SMB,Media,North America,Subscription,2025-08-01,Customer
ACC_00272,Pioneer Networks 0272,1-99,SMB,Software,North America,Subscription,2025-09-17,Customer
ACC_00273,Vertex Networks 0273,1-99,SMB,Financial Services,North America,Advertising,2025-09-14,Prospect
ACC_00274,Cobalt Networks 0274,100-999,Mid-Market,Software,North America,Subscription,2024-05-17,Customer
ACC_00275,BluePeak Networks 0275,100-999,Mid-Market,Professional Services,LATAM,Subscription,2025-11-11,Prospect
ACC_00276,BluePeak Partners 0276,1-99,SMB,Software,North America,Transactional,2025-03-10,Customer
ACC_00277,Vertex Technologies 0277,1-99,SMB,Media,North America,Subscription,2025-12-04,Churned
ACC_00278,Atlas Technologies 0278,100-999,Mid-Market,Healthcare,North America,Transactional,2025-10-03,Prospect
ACC_00279,Vertex Group 0279,1000+,Enterprise,Healthcare,North America,Transactional,2025-02-27,Prospect
ACC_00280,Harbor Systems 0280,1000+,Enterprise,Media,EMEA,Subscription,2024-09-30,Prospect
ACC_00281,Cobalt Networks 0281,1-99,SMB,Professional Services,North America,Transactional,2024-03-26,Prospect
ACC_00282,Atlas Systems 0282,1-99,SMB,Software,EMEA,Subscription,2024-03-14,Prospect
ACC_00283,Northstar Labs 0283,1-99,SMB,Software,North America,Subscription,2024-10-11,Customer
ACC_00284,Vertex Systems 0284,1-99,SMB,Software,North America,Subscription,2025-08-15,Prospect
ACC_00285,Vertex Labs 0285,100-999,Mid-Market,Media,LATAM,Usage-Based,2025-01-04,Customer
ACC_00286,Apex Networks 0286,1-99,SMB,Healthcare,North America,Advertising,2024-12-18,Prospect
ACC_00287,Northstar Networks 0287,1-99,SMB,Software,APAC,Advertising,2024-06-27,Prospect
ACC_00288,Vertex Group 0288,1-99,SMB,Financial Services,North America,Enterprise Services,2025-02-16,Prospect
ACC_00289,Northstar Systems 0289,100-999,Mid-Market,Healthcare,LATAM,Subscription,2025-04-11,Customer
ACC_00290,Vertex Technologies 0290,1-99,SMB,Media,North America,Usage-Based,2025-12-18,Customer
ACC_00291,Atlas Group 0291,1000+,Enterprise,Retail,North America,Transactional,2025-06-17,Prospect
ACC_00292,Cobalt Partners 0292,1-99,SMB,Professional Services,APAC,Enterprise Services,2025-03-19,Customer
ACC_00293,Nova Networks 0293,1000+,Enterprise,Professional Services,North America,Usage-Based,2025-10-27,Customer
ACC_00294,BluePeak Technologies 0294,1-99,SMB,Media,North America,Enterprise Services,2024-11-06,Prospect
ACC_00295,Summit Technologies 0295,1000+,Enterprise,Retail,LATAM,Subscription,2025-11-14,Customer
ACC_00296,Northstar Solutions 0296,1000+,Enterprise,Professional Services,EMEA,Transactional,2024-09-27,Prospect
ACC_00297,Pioneer Partners 0297,1000+,Enterprise,Media,EMEA,Usage-Based,2024-04-03,Prospect
ACC_00298,Harbor Technologies 0298,100-999,Mid-Market,Healthcare,EMEA,Transactional,2024-11-01,Customer
ACC_00299,Apex Technologies 0299,100-999,Mid-Market,Retail,APAC,Subscription,2024-04-04,Prospect
ACC_00300,Vertex Systems 0300,100-999,Mid-Market,Media,APAC,Enterprise Services,2024-03-27,Prospect
ACC_00301,Vertex Solutions 0301,100-999,Mid-Market,Healthcare,EMEA,Subscription,2025-10-06,Customer
ACC_00302,Atlas Group 0302,1-99,SMB,Financial Services,North America,Advertising,2025-08-03,Prospect
ACC_00303,Atlas Labs 0303,100-999,Mid-Market,Professional Services,North America,Advertising,2024-06-10,Customer
ACC_00304,Apex Solutions 0304,100-999,Mid-Market,Software,EMEA,Subscription,2025-09-04,Churned
ACC_00305,Northstar Partners 0305,1000+,Enterprise,Media,APAC,Transactional,2024-02-20,Customer
ACC_00306,Pioneer Systems 0306,1-99,SMB,Healthcare,North America,Subscription,2024-07-26,Customer
ACC_00307,Harbor Systems 0307,1-99,SMB,Healthcare,North America,Transactional,2025-05-31,Customer
ACC_00308,Summit Systems 0308,100-999,Mid-Market,Software,North America,Usage-Based,2024-08-10,Churned
ACC_00309,Atlas Networks 0309,1-99,SMB,Retail,North America,Subscription,2025-06-17,Prospect
ACC_00310,Pioneer Systems 0310,1-99,SMB,Professional Services,APAC,Transactional,2025-10-01,Prospect
ACC_00311,Vertex Solutions 0311,1-99,SMB,Financial Services,North America,Subscription,2024-02-18,Customer
ACC_00312,Apex Solutions 0312,1-99,SMB,Media,EMEA,Usage-Based,2024-01-18,Customer
ACC_00313,BluePeak Technologies 0313,1-99,SMB,Professional Services,APAC,Enterprise Services,2025-11-18,Prospect
ACC_00314,Nova Networks 0314,1-99,SMB,Professional Services,LATAM,Subscription,2025-01-15,Customer
ACC_00315,Atlas Group 0315,1-99,SMB,Healthcare,North America,Transactional,2025-01-05,Prospect
ACC_00316,Atlas Systems 0316,1-99,SMB,Financial Services,LATAM,Advertising,2024-12-04,Churned
ACC_00317,Vertex Partners 0317,1-99,SMB,Media,EMEA,Advertising,2024-11-12,Prospect
ACC_00318,Apex Systems 0318,100-999,Mid-Market,Retail,APAC,Transactional,2025-05-19,Prospect
ACC_00319,Northstar Systems 0319,1-99,SMB,Healthcare,North America,Advertising,2025-02-27,Prospect
ACC_00320,Nova Group 0320,1000+,Enterprise,Media,North America,Advertising,2024-04-29,Prospect
ACC_00321,Pioneer Systems 0321,1000+,Enterprise,Media,EMEA,Subscription,2025-04-03,Prospect
ACC_00322,Harbor Technologies 0322,100-999,Mid-Market,Financial Services,North America,Subscription,2025-05-03,Prospect
ACC_00323,Nova Networks 0323,1-99,SMB,Media,North America,Usage-Based,2024-03-24,Prospect
ACC_00324,Vertex Partners 0324,100-999,Mid-Market,Healthcare,EMEA,Subscription,2024-10-02,Prospect
ACC_00325,BluePeak Networks 0325,1000+,Enterprise,Professional Services,EMEA,Advertising,2025-07-31,Prospect
ACC_00326,Summit Partners 0326,100-999,Mid-Market,Healthcare,North America,Subscription,2025-03-28,Prospect
ACC_00327,Harbor Group 0327,100-999,Mid-Market,Professional Services,North America,Usage-Based,2024-04-09,Prospect
ACC_00328,Northstar Partners 0328,100-999,Mid-Market,Professional Services,North America,Advertising,2024-01-30,Prospect
ACC_00329,Apex Technologies 0329,100-999,Mid-Market,Professional Services,LATAM,Subscription,2025-02-28,Prospect
ACC_00330,BluePeak Labs 0330,1-99,SMB,Media,LATAM,Subscription,2024-12-03,Prospect
ACC_00331,Northstar Solutions 0331,100-999,Mid-Market,Healthcare,North America,Subscription,2025-12-03,Prospect
ACC_00332,Atlas Labs 0332,1-99,SMB,Software,North America,Enterprise Services,2025-01-16,Customer
ACC_00333,Cobalt Systems 0333,100-999,Mid-Market,Retail,North America,Advertising,2025-11-11,Churned
ACC_00334,Northstar Labs 0334,1000+,Enterprise,Retail,North America,Subscription,2024-06-05,Churned
ACC_00335,Atlas Group 0335,1-99,SMB,Media,APAC,Transactional,2024-11-23,Customer
ACC_00336,Vertex Group 0336,100-999,Mid-Market,Healthcare,North America,Subscription,2024-04-12,Customer
ACC_00337,Pioneer Technologies 0337,1-99,SMB,Retail,North America,Subscription,2025-02-23,Prospect
ACC_00338,BluePeak Solutions 0338,100-999,Mid-Market,Software,North America,Subscription,2024-05-17,Customer
ACC_00339,Apex Group 0339,1-99,SMB,Media,North America,Subscription,2024-12-25,Customer
ACC_00340,Harbor Technologies 0340,1000+,Enterprise,Retail,APAC,Transactional,2024-09-08,Customer
ACC_00341,Vertex Group 0341,1-99,SMB,Software,EMEA,Usage-Based,2024-05-15,Customer
ACC_00342,Nova Partners 0342,1000+,Enterprise,Financial Services,EMEA,Usage-Based,2024-03-11,Customer
ACC_00343,Pioneer Labs 0343,100-999,Mid-Market,Professional Services,North America,Usage-Based,2025-01-09,Customer
ACC_00344,Vertex Systems 0344,100-999,Mid-Market,Software,LATAM,Subscription,2025-11-23,Customer
ACC_00345,Cobalt Technologies 0345,100-999,Mid-Market,Retail,North America,Subscription,2024-05-25,Prospect
ACC_00346,Atlas Networks 0346,100-999,Mid-Market,Healthcare,APAC,Advertising,2024-10-23,Churned
ACC_00347,Apex Partners 0347,1000+,Enterprise,Software,APAC,Enterprise Services,2024-06-13,Prospect
ACC_00348,Vertex Networks 0348,1-99,SMB,Software,North America,Transactional,2025-08-14,Churned
ACC_00349,Apex Partners 0349,100-999,Mid-Market,Professional Services,APAC,Advertising,2024-10-30,Customer
ACC_00350,Pioneer Group 0350,1-99,SMB,Healthcare,North America,Transactional,2025-12-13,Prospect
ACC_00351,Apex Systems 0351,100-999,Mid-Market,Financial Services,EMEA,Transactional,2024-06-28,Customer
ACC_00352,BluePeak Systems 0352,1-99,SMB,Financial Services,North America,Usage-Based,2024-02-29,Prospect
ACC_00353,Apex Systems 0353,100-999,Mid-Market,Retail,North America,Transactional,2025-03-01,Customer
ACC_00354,Northstar Group 0354,100-999,Mid-Market,Media,North America,Subscription,2025-04-21,Customer
ACC_00355,Summit Technologies 0355,1-99,SMB,Media,North America,Subscription,2025-12-25,Customer
ACC_00356,Summit Group 0356,100-999,Mid-Market,Financial Services,North America,Advertising,2025-09-29,Customer
ACC_00357,BluePeak Technologies 0357,100-999,Mid-Market,Media,North America,Subscription,2025-10-08,Prospect
ACC_00358,Harbor Technologies 0358,100-999,Mid-Market,Professional Services,EMEA,Enterprise Services,2025-04-08,Prospect
ACC_00359,BluePeak Networks 0359,100-999,Mid-Market,Financial Services,North America,Advertising,2024-09-20,Prospect
ACC_00360,Vertex Networks 0360,100-999,Mid-Market,Software,North America,Subscription,2024-11-09,Prospect
ACC_00361,Apex Group 0361,1000+,Enterprise,Professional Services,LATAM,Subscription,2024-04-07,Customer
ACC_00362,Vertex Group 0362,1-99,SMB,Healthcare,LATAM,Advertising,2024-11-11,Prospect
ACC_00363,Summit Networks 0363,1-99,SMB,Media,North America,Advertising,2024-09-23,Prospect
ACC_00364,Apex Networks 0364,1-99,SMB,Financial Services,North America,Subscription,2024-01-27,Customer
ACC_00365,Vertex Group 0365,100-999,Mid-Market,Financial Services,EMEA,Usage-Based,2024-05-29,Customer
ACC_00366,Cobalt Group 0366,1-99,SMB,Financial Services,EMEA,Subscription,2025-01-25,Prospect
ACC_00367,BluePeak Networks 0367,100-999,Mid-Market,Financial Services,North America,Subscription,2024-09-26,Customer
ACC_00368,Pioneer Networks 0368,100-999,Mid-Market,Retail,EMEA,Subscription,2025-12-27,Customer
ACC_00369,Pioneer Systems 0369,1-99,SMB,Software,North America,Advertising,2024-12-15,Prospect
ACC_00370,Pioneer Technologies 0370,1000+,Enterprise,Professional Services,North America,Transactional,2025-12-01,Customer
ACC_00371,Northstar Solutions 0371,100-999,Mid-Market,Healthcare,EMEA,Usage-Based,2025-04-27,Prospect
ACC_00372,BluePeak Systems 0372,1-99,SMB,Professional Services,EMEA,Subscription,2024-01-30,Prospect
ACC_00373,Apex Partners 0373,1-99,SMB,Healthcare,APAC,Enterprise Services,2024-05-28,Customer
ACC_00374,Northstar Labs 0374,1-99,SMB,Financial Services,North America,Transactional,2025-05-30,Prospect
ACC_00375,Pioneer Technologies 0375,1-99,SMB,Healthcare,North America,Subscription,2025-02-02,Prospect
ACC_00376,Nova Group 0376,1-99,SMB,Software,North America,Subscription,2024-08-08,Customer
ACC_00377,Cobalt Systems 0377,1000+,Enterprise,Media,North America,Subscription,2025-01-16,Prospect
ACC_00378,Cobalt Solutions 0378,1-99,SMB,Media,North America,Usage-Based,2025-10-22,Customer
ACC_00379,BluePeak Technologies 0379,1-99,SMB,Software,North America,Subscription,2024-10-11,Prospect
ACC_00380,Summit Solutions 0380,100-999,Mid-Market,Healthcare,North America,Subscription,2024-02-02,Churned
ACC_00381,Northstar Group 0381,100-999,Mid-Market,Healthcare,EMEA,Transactional,2024-08-15,Customer
ACC_00382,Vertex Solutions 0382,1000+,Enterprise,Financial Services,North America,Usage-Based,2025-11-15,Churned
ACC_00383,Atlas Solutions 0383,100-999,Mid-Market,Software,North America,Transactional,2025-07-10,Customer
ACC_00384,Cobalt Technologies 0384,1-99,SMB,Media,EMEA,Transactional,2025-09-04,Prospect
ACC_00385,BluePeak Labs 0385,1-99,SMB,Financial Services,North America,Subscription,2025-10-28,Customer
ACC_00386,BluePeak Networks 0386,1000+,Enterprise,Healthcare,APAC,Usage-Based,2024-03-26,Prospect
ACC_00387,Harbor Technologies 0387,100-999,Mid-Market,Financial Services,North America,Subscription,2024-07-25,Customer
ACC_00388,Harbor Solutions 0388,1000+,Enterprise,Healthcare,North America,Subscription,2024-02-13,Customer
ACC_00389,BluePeak Technologies 0389,1-99,SMB,Software,APAC,Enterprise Services,2024-01-04,Prospect
ACC_00390,Vertex Labs 0390,1000+,Enterprise,Retail,EMEA,Subscription,2025-09-02,Churned
ACC_00391,Apex Systems 0391,100-999,Mid-Market,Healthcare,EMEA,Subscription,2025-11-15,Prospect
ACC_00392,Pioneer Networks 0392,1-99,SMB,Retail,EMEA,Advertising,2024-04-23,Customer
ACC_00393,Summit Solutions 0393,100-999,Mid-Market,Healthcare,North America,Subscription,2025-06-11,Customer
ACC_00394,Cobalt Systems 0394,100-999,Mid-Market,Financial Services,EMEA,Subscription,2025-01-26,Prospect
ACC_00395,Summit Partners 0395,1-99,SMB,Retail,APAC,Advertising,2024-02-20,Customer
ACC_00396,Apex Solutions 0396,1-99,SMB,Media,LATAM,Transactional,2025-10-31,Customer
ACC_00397,Apex Systems 0397,1000+,Enterprise,Retail,North America,Transactional,2025-09-28,Prospect
ACC_00398,Nova Systems 0398,1-99,SMB,Software,North America,Subscription,2025-02-18,Customer
ACC_00399,Northstar Networks 0399,1-99,SMB,Professional Services,APAC,Advertising,2025-06-01,Prospect
ACC_00400,Atlas Networks 0400,1-99,SMB,Media,North America,Usage-Based,2024-10-17,Customer
ACC_00401,Apex Systems 0401,1-99,SMB,Media,North America,Subscription,2025-08-02,Prospect
ACC_00402,BluePeak Partners 0402,1000+,Enterprise,Media,North America,Subscription,2024-11-21,Churned
ACC_00403,Atlas Technologies 0403,100-999,Mid-Market,Media,North America,Subscription,2025-12-24,Customer
ACC_00404,Atlas Solutions 0404,1-99,SMB,Media,North America,Advertising,2024-02-16,Prospect
ACC_00405,Northstar Solutions 0405,1000+,Enterprise,Healthcare,North America,Subscription,2024-05-05,Prospect
ACC_00406,Apex Partners 0406,1000+,Enterprise,Software,North America,Transactional,2025-12-09,Customer
ACC_00407,Atlas Technologies 0407,1-99,SMB,Healthcare,North America,Enterprise Services,2024-07-30,Customer
ACC_00408,Pioneer Labs 0408,1000+,Enterprise,Financial Services,LATAM,Subscription,2024-08-15,Customer
ACC_00409,Apex Technologies 0409,1-99,SMB,Media,North America,Transactional,2025-08-01,Prospect
ACC_00410,Nova Systems 0410,1000+,Enterprise,Retail,North America,Subscription,2024-05-18,Prospect
ACC_00411,Nova Networks 0411,100-999,Mid-Market,Professional Services,North America,Subscription,2025-01-10,Churned
ACC_00412,Harbor Systems 0412,100-999,Mid-Market,Healthcare,North America,Transactional,2024-07-28,Customer
ACC_00413,BluePeak Technologies 0413,1-99,SMB,Healthcare,LATAM,Subscription,2024-05-24,Customer
ACC_00414,BluePeak Systems 0414,1000+,Enterprise,Professional Services,LATAM,Enterprise Services,2025-12-05,Customer
ACC_00415,Atlas Group 0415,1-99,SMB,Retail,North America,Advertising,2024-05-26,Churned
ACC_00416,Cobalt Labs 0416,1-99,SMB,Retail,North America,Subscription,2024-03-09,Prospect
ACC_00417,Atlas Networks 0417,1-99,SMB,Retail,North America,Subscription,2025-05-07,Prospect
ACC_00418,Northstar Partners 0418,100-999,Mid-Market,Professional Services,North America,Subscription,2025-09-25,Churned
ACC_00419,Nova Systems 0419,1-99,SMB,Media,North America,Usage-Based,2024-04-03,Churned
ACC_00420,Northstar Partners 0420,1000+,Enterprise,Software,North America,Transactional,2025-06-01,Prospect
ACC_00421,Summit Solutions 0421,100-999,Mid-Market,Retail,North America,Subscription,2025-01-30,Prospect
ACC_00422,Atlas Group 0422,1-99,SMB,Retail,EMEA,Advertising,2025-08-29,Customer
ACC_00423,Summit Networks 0423,1-99,SMB,Healthcare,North America,Transactional,2024-04-02,Prospect
ACC_00424,Vertex Group 0424,1-99,SMB,Software,North America,Transactional,2025-12-14,Prospect
ACC_00425,Pioneer Labs 0425,100-999,Mid-Market,Media,North America,Subscription,2025-03-28,Customer
ACC_00426,Pioneer Technologies 0426,100-999,Mid-Market,Media,North America,Subscription,2025-09-07,Prospect
ACC_00427,Cobalt Systems 0427,1-99,SMB,Financial Services,North America,Subscription,2024-09-21,Customer
ACC_00428,Apex Solutions 0428,1000+,Enterprise,Software,North America,Subscription,2025-11-20,Prospect
ACC_00429,Cobalt Solutions 0429,1-99,SMB,Healthcare,North America,Subscription,2025-04-02,Prospect
ACC_00430,Atlas Partners 0430,100-999,Mid-Market,Financial Services,North America,Subscription,2024-04-02,Customer
ACC_00431,Nova Technologies 0431,1000+,Enterprise,Professional Services,APAC,Subscription,2025-11-05,Prospect
ACC_00432,Vertex Technologies 0432,100-999,Mid-Market,Media,LATAM,Subscription,2025-08-04,Customer
ACC_00433,Harbor Solutions 0433,100-999,Mid-Market,Professional Services,North America,Subscription,2024-08-07,Prospect
ACC_00434,Atlas Labs 0434,1000+,Enterprise,Healthcare,North America,Usage-Based,2025-02-02,Churned
ACC_00435,Nova Systems 0435,1-99,SMB,Professional Services,EMEA,Advertising,2024-10-10,Customer
ACC_00436,Vertex Technologies 0436,1-99,SMB,Software,EMEA,Subscription,2025-02-01,Customer
ACC_00437,Harbor Group 0437,1-99,SMB,Financial Services,North America,Advertising,2025-12-06,Prospect
ACC_00438,Atlas Group 0438,100-999,Mid-Market,Software,North America,Subscription,2025-10-19,Prospect
ACC_00439,Atlas Systems 0439,100-999,Mid-Market,Media,North America,Usage-Based,2024-06-06,Prospect
ACC_00440,BluePeak Networks 0440,100-999,Mid-Market,Healthcare,EMEA,Advertising,2025-12-11,Customer
ACC_00441,Pioneer Labs 0441,1000+,Enterprise,Financial Services,North America,Advertising,2024-11-16,Prospect
ACC_00442,Nova Labs 0442,1-99,SMB,Financial Services,North America,Usage-Based,2025-05-30,Prospect
ACC_00443,Northstar Systems 0443,100-999,Mid-Market,Healthcare,North America,Usage-Based,2025-07-12,Prospect
ACC_00444,Apex Group 0444,1-99,SMB,Financial Services,North America,Usage-Based,2024-12-19,Prospect
ACC_00445,Vertex Solutions 0445,1-99,SMB,Healthcare,North America,Subscription,2024-11-29,Prospect
ACC_00446,Vertex Group 0446,100-999,Mid-Market,Healthcare,EMEA,Subscription,2024-11-29,Prospect
ACC_00447,Northstar Networks 0447,1000+,Enterprise,Financial Services,North America,Transactional,2025-09-22,Prospect
ACC_00448,Cobalt Partners 0448,100-999,Mid-Market,Financial Services,North America,Subscription,2024-10-09,Customer
ACC_00449,Summit Group 0449,1-99,SMB,Retail,North America,Transactional,2024-07-23,Prospect
ACC_00450,Harbor Partners 0450,100-999,Mid-Market,Healthcare,APAC,Transactional,2024-09-21,Prospect
ACC_00451,Northstar Networks 0451,1-99,SMB,Financial Services,North America,Subscription,2024-05-22,Customer
ACC_00452,Apex Technologies 0452,1000+,Enterprise,Retail,North America,Subscription,2024-10-13,Customer
ACC_00453,Cobalt Systems 0453,100-999,Mid-Market,Healthcare,North America,Advertising,2024-03-24,Prospect
ACC_00454,Northstar Systems 0454,1-99,SMB,Financial Services,APAC,Subscription,2024-03-06,Customer
ACC_00455,Vertex Solutions 0455,1-99,SMB,Healthcare,APAC,Transactional,2025-06-13,Churned
ACC_00456,Cobalt Partners 0456,1-99,SMB,Software,APAC,Transactional,2024-02-26,Customer
ACC_00457,Summit Solutions 0457,1000+,Enterprise,Software,EMEA,Subscription,2025-02-19,Customer
ACC_00458,Vertex Solutions 0458,1-99,SMB,Financial Services,North America,Transactional,2025-07-24,Customer
ACC_00459,Northstar Systems 0459,100-999,Mid-Market,Financial Services,North America,Advertising,2025-06-13,Prospect
ACC_00460,Northstar Partners 0460,100-999,Mid-Market,Software,North America,Transactional,2024-11-22,Customer
ACC_00461,Summit Technologies 0461,100-999,Mid-Market,Professional Services,EMEA,Subscription,2024-05-21,Customer
ACC_00462,Atlas Partners 0462,1-99,SMB,Financial Services,EMEA,Transactional,2025-11-11,Churned
ACC_00463,Pioneer Systems 0463,1000+,Enterprise,Media,North America,Transactional,2025-09-02,Customer
ACC_00464,Pioneer Group 0464,1-99,SMB,Professional Services,APAC,Subscription,2025-03-23,Prospect
ACC_00465,Nova Partners 0465,100-999,Mid-Market,Media,North America,Advertising,2024-03-04,Customer
ACC_00466,Northstar Partners 0466,100-999,Mid-Market,Media,North America,Usage-Based,2024-01-26,Prospect
ACC_00467,Northstar Networks 0467,100-999,Mid-Market,Software,North America,Subscription,2024-08-18,Customer
ACC_00468,Pioneer Group 0468,1000+,Enterprise,Retail,APAC,Transactional,2024-04-25,Customer
ACC_00469,Atlas Group 0469,1-99,SMB,Media,LATAM,Enterprise Services,2025-09-20,Customer
ACC_00470,Nova Solutions 0470,100-999,Mid-Market,Healthcare,North America,Usage-Based,2024-05-30,Customer
ACC_00471,Apex Technologies 0471,1-99,SMB,Software,LATAM,Subscription,2024-07-25,Customer
ACC_00472,BluePeak Technologies 0472,1-99,SMB,Healthcare,APAC,Advertising,2025-12-14,Customer
ACC_00473,Nova Technologies 0473,1-99,SMB,Media,APAC,Enterprise Services,2025-08-21,Customer
ACC_00474,Atlas Group 0474,1-99,SMB,Media,APAC,Advertising,2024-06-08,Customer
ACC_00475,Pioneer Technologies 0475,1-99,SMB,Retail,North America,Subscription,2024-10-07,Customer
ACC_00476,Cobalt Technologies 0476,1-99,SMB,Financial Services,APAC,Subscription,2025-01-12,Prospect
ACC_00477,Apex Partners 0477,1-99,SMB,Financial Services,EMEA,Transactional,2025-04-30,Customer
ACC_00478,Atlas Solutions 0478,100-999,Mid-Market,Financial Services,EMEA,Subscription,2025-11-15,Prospect
ACC_00479,Vertex Solutions 0479,100-999,Mid-Market,Retail,North America,Subscription,2025-09-28,Customer
ACC_00480,Summit Technologies 0480,1-99,SMB,Financial Services,EMEA,Subscription,2025-12-15,Customer
ACC_00481,Summit Technologies 0481,1-99,SMB,Retail,LATAM,Transactional,2024-01-30,Customer
ACC_00482,Pioneer Networks 0482,1-99,SMB,Software,North America,Subscription,2024-06-21,Prospect
ACC_00483,Northstar Partners 0483,100-999,Mid-Market,Financial Services,LATAM,Usage-Based,2025-02-15,Prospect
ACC_00484,Harbor Technologies 0484,1-99,SMB,Financial Services,North America,Transactional,2024-02-05,Customer
ACC_00485,BluePeak Networks 0485,1-99,SMB,Software,North America,Enterprise Services,2024-09-16,Prospect
ACC_00486,Vertex Partners 0486,1-99,SMB,Professional Services,North America,Usage-Based,2024-04-22,Prospect
ACC_00487,Summit Networks 0487,1-99,SMB,Media,APAC,Subscription,2025-11-12,Customer
ACC_00488,Pioneer Partners 0488,1-99,SMB,Professional Services,EMEA,Transactional,2024-02-16,Customer
ACC_00489,Nova Labs 0489,100-999,Mid-Market,Healthcare,North America,Subscription,2024-04-18,Prospect
ACC_00490,Cobalt Technologies 0490,100-999,Mid-Market,Software,EMEA,Enterprise Services,2024-05-22,Prospect
ACC_00491,Summit Networks 0491,100-999,Mid-Market,Professional Services,North America,Subscription,2024-04-18,Churned
ACC_00492,Harbor Systems 0492,100-999,Mid-Market,Retail,North America,Transactional,2025-02-19,Customer
ACC_00493,Harbor Partners 0493,100-999,Mid-Market,Media,APAC,Usage-Based,2024-09-23,Customer
ACC_00494,BluePeak Networks 0494,1-99,SMB,Retail,EMEA,Subscription,2025-10-29,Prospect
ACC_00495,Pioneer Systems 0495,100-999,Mid-Market,Retail,APAC,Usage-Based,2024-07-09,Prospect
ACC_00496,BluePeak Partners 0496,100-999,Mid-Market,Retail,EMEA,Subscription,2025-01-27,Prospect
ACC_00497,Summit Partners 0497,1-99,SMB,Financial Services,LATAM,Subscription,2025-04-27,Customer
ACC_00498,Nova Partners 0498,100-999,Mid-Market,Healthcare,North America,Subscription,2025-04-02,Prospect
ACC_00499,Pioneer Group 0499,1-99,SMB,Media,North America,Subscription,2025-08-05,Prospect
ACC_00500,Atlas Partners 0500,100-999,Mid-Market,Software,North America,Advertising,2024-05-27,Customer
ACC_00501,Harbor Group 0501,100-999,Mid-Market,Software,EMEA,Usage-Based,2025-01-05,Churned
ACC_00502,Harbor Technologies 0502,1000+,Enterprise,Professional Services,EMEA,Subscription,2025-08-08,Customer
ACC_00503,Pioneer Systems 0503,1000+,Enterprise,Healthcare,EMEA,Advertising,2025-09-22,Customer
ACC_00504,Cobalt Networks 0504,100-999,Mid-Market,Professional Services,North America,Usage-Based,2025-03-27,Customer
ACC_00505,Harbor Partners 0505,100-999,Mid-Market,Healthcare,North America,Transactional,2025-04-21,Customer
ACC_00506,Northstar Technologies 0506,100-999,Mid-Market,Healthcare,EMEA,Subscription,2025-09-23,Prospect
ACC_00507,Nova Technologies 0507,1-99,SMB,Professional Services,LATAM,Enterprise Services,2025-04-01,Customer
ACC_00508,Atlas Partners 0508,1000+,Enterprise,Healthcare,North America,Subscription,2025-11-24,Customer
ACC_00509,Cobalt Networks 0509,100-999,Mid-Market,Financial Services,North America,Advertising,2024-04-03,Customer
ACC_00510,Atlas Labs 0510,1-99,SMB,Healthcare,North America,Advertising,2024-09-11,Customer
ACC_00511,BluePeak Solutions 0511,1-99,SMB,Financial Services,North America,Transactional,2024-03-23,Churned
ACC_00512,Cobalt Networks 0512,1000+,Enterprise,Retail,North America,Subscription,2024-03-07,Prospect
ACC_00513,Vertex Solutions 0513,1-99,SMB,Media,North America,Subscription,2024-12-10,Prospect
ACC_00514,Summit Solutions 0514,1-99,SMB,Software,EMEA,Transactional,2024-06-14,Prospect
ACC_00515,Atlas Solutions 0515,1-99,SMB,Media,North America,Subscription,2024-10-24,Prospect
ACC_00516,Apex Partners 0516,1-99,SMB,Healthcare,North America,Subscription,2024-11-16,Prospect
ACC_00517,Harbor Networks 0517,1-99,SMB,Financial Services,North America,Transactional,2025-03-29,Prospect
ACC_00518,Apex Labs 0518,100-999,Mid-Market,Software,LATAM,Transactional,2025-11-22,Customer
ACC_00519,Northstar Technologies 0519,1-99,SMB,Media,North America,Subscription,2025-09-12,Customer
ACC_00520,Apex Partners 0520,1000+,Enterprise,Media,North America,Subscription,2024-10-03,Churned
ACC_00521,BluePeak Technologies 0521,1000+,Enterprise,Media,North America,Enterprise Services,2024-08-26,Prospect
ACC_00522,Cobalt Solutions 0522,1-99,SMB,Retail,EMEA,Subscription,2025-07-17,Prospect
ACC_00523,Apex Systems 0523,1-99,SMB,Healthcare,APAC,Subscription,2024-03-31,Prospect
ACC_00524,BluePeak Group 0524,100-999,Mid-Market,Retail,North America,Subscription,2025-01-30,Prospect
ACC_00525,Nova Technologies 0525,1-99,SMB,Retail,North America,Subscription,2024-11-05,Prospect
ACC_00526,Harbor Technologies 0526,1-99,SMB,Financial Services,North America,Enterprise Services,2024-05-13,Churned
ACC_00527,Cobalt Systems 0527,1000+,Enterprise,Financial Services,EMEA,Subscription,2025-03-26,Prospect
